order_id,customer_id,restaurant_id,order_date,payment_method,order_status,total_amount
2403,647,82,2025-05-22,Card,Cancelled,2703.64
2404,360,76,2025-10-04,Card,Cancelled,479.41
2405,836,24,2025-01-04,Cash,Delivered,255.12
2406,623,1,2025-03-11,Cash,Delivered,2713.61
2407,321,22,2025-08-07,Card,Delivered,2253.77
2408,165,35,2025-11-26,UPI,Delivered,2501.08
2409,532,22,2025-03-07,Card,Cancelled,1144.94
2410,654,73,2025-01-22,Card,Delivered,567.9
2411,806,13,2025-06-13,UPI,Delivered,1805.99
2412,269,70,2025-05-29,UPI,Delivered,1939.72
2413,559,87,2025-12-08,UPI,Cancelled,560.72
2414,794,45,2025-10-16,Cash,Cancelled,1468.37
2415,214,59,2025-12-13,Cash,Delivered,1316.11
2416,819,62,2025-01-11,UPI,Cancelled,1972.95
2417,416,44,2025-12-10,Cash,Cancelled,1583.54
2418,261,6,2025-06-28,Card,Cancelled,2746.29
2419,910,45,2025-01-01,Card,Cancelled,1224.04
2420,526,42,2025-08-04,Card,Delivered,807.11
2421,636,38,2025-05-11,Cash,Cancelled,2371.01
2422,477,84,2025-08-30,UPI,Delivered,1083.61
2423,27,7,2025-01-21,Card,Delivered,1242.15
2424,856,1,2025-11-25,UPI,Cancelled,2306.62
2425,930,62,2025-05-25,Cash,Cancelled,1133.29
2426,44,75,2025-10-08,UPI,Delivered,196.63
2427,444,81,2025-10-21,Card,Delivered,302.89
2428,624,70,2025-08-02,Cash,Cancelled,2412.78
2429,79,27,2025-08-02,Card,Cancelled,2258.22
2430,86,52,2025-12-26,Cash,Cancelled,1737.05
2431,939,4,2025-03-01,Cash,Cancelled,2250.44
2432,737,59,2025-09-27,Cash,Delivered,817.24
2433,190,78,2025-07-04,UPI,Delivered,2603.1
2434,921,26,2025-06-15,UPI,Cancelled,1334.26
2435,169,89,2025-01-21,Card,Delivered,1073.57
2436,221,81,2025-11-30,UPI,Cancelled,1151.51
2437,398,83,2025-04-15,Cash,Cancelled,2102.52
2438,472,96,2025-11-12,UPI,Delivered,2396.88
2439,13,23,2025-08-08,Cash,Delivered,423.98
2440,101,95,2025-08-01,Card,Cancelled,2662.16
2441,788,18,2025-10-22,UPI,Delivered,2792.07
2442,613,91,2025-10-25,Card,Cancelled,2101.43
2443,373,12,2025-01-08,UPI,Delivered,1004.53
2444,748,69,2025-03-30,Cash,Cancelled,743.51
2445,573,14,2025-07-08,UPI,Cancelled,317.08
2446,377,67,2025-05-17,Cash,Delivered,2431.25
2447,683,92,2025-06-15,Card,Cancelled,1144.04
2448,265,96,2025-08-23,Cash,Delivered,1695.65
2449,952,12,2025-10-05,UPI,Cancelled,2489.12
2450,414,66,2025-04-01,Cash,Cancelled,2776.6
2451,566,55,2025-10-05,Cash,Delivered,780.37
2452,708,48,2025-04-14,Card,Delivered,1926.06
2453,897,26,2025-03-24,UPI,Delivered,2473.76
2454,349,98,2025-07-31,Card,Delivered,2095.64
2455,268,75,2025-11-29,UPI,Delivered,2565.7
2456,506,28,2025-09-10,UPI,Delivered,2977.25
2457,795,48,2025-08-02,UPI,Delivered,1407.08
2458,400,70,2025-10-28,UPI,Delivered,481.83
2459,1,60,2025-07-31,Card,Cancelled,1749.8
2460,197,70,2025-06-25,UPI,Delivered,1804.77
2461,872,61,2025-11-05,UPI,Cancelled,1511.09
2462,768,57,2025-02-11,Card,Cancelled,378.51
2463,444,50,2025-05-18,Card,Cancelled,2268.34
2464,272,40,2025-04-20,UPI,Cancelled,2237.35
2465,604,78,2025-01-25,Cash,Cancelled,1153.81
2466,475,54,2025-09-05,Cash,Cancelled,2620.41
2467,669,29,2025-08-05,Card,Delivered,2204.36
2468,205,12,2025-10-12,UPI,Delivered,257.56
2469,403,40,2025-07-19,Card,Delivered,1150.38
2470,512,98,2025-04-25,Card,Delivered,1343.49
2471,148,24,2025-03-31,Cash,Cancelled,474.69
2472,677,57,2025-12-04,Card,Delivered,1371.37
2473,603,85,2025-10-28,Card,Delivered,737.7
2474,335,44,2025-02-28,Card,Cancelled,1231.75
2475,190,60,2025-08-30,UPI,Cancelled,1043.1
2476,232,96,2025-05-05,UPI,Cancelled,228.27
2477,736,43,2025-03-24,Card,Delivered,304.55
2478,785,42,2025-02-03,Cash,Cancelled,707.01
2479,513,39,2025-10-14,Card,Delivered,1907.85
2480,231,39,2025-06-01,Cash,Cancelled,1370.6
2481,62,43,2025-10-20,Cash,Delivered,1307.11
2482,5,80,2025-03-05,UPI,Delivered,1507.43
2483,969,67,2025-11-24,UPI,Cancelled,313.98
2484,83,55,2025-05-03,Cash,Cancelled,230.76
2485,39,5,2025-04-06,Cash,Delivered,2727.18
2486,77,21,2025-06-03,Card,Cancelled,1233.33
2487,303,56,2025-10-30,UPI,Delivered,1023.24
2488,581,93,2025-03-24,Card,Delivered,2795.18
2489,143,40,2025-06-09,UPI,Cancelled,331.94
2490,727,93,2025-06-17,Card,Delivered,357.54
2491,418,16,2025-01-18,Card,Cancelled,2214.23
2492,837,56,2025-05-05,Cash,Delivered,871.29
2493,866,44,2025-12-08,Card,Cancelled,588.53
2494,937,73,2025-05-22,Cash,Cancelled,156.27
2495,148,93,2025-05-05,Cash,Delivered,988.82
2496,163,21,2025-08-25,Card,Delivered,890.66
2497,139,42,2025-10-22,UPI,Delivered,1684.9
2498,12,50,2025-06-15,UPI,Cancelled,664.77
2499,650,96,2025-12-26,Cash,Delivered,248.68
2500,46,17,2025-06-06,UPI,Delivered,1325.58
2501,190,29,2025-02-27,Cash,Cancelled,2734.29
2502,390,49,2025-11-16,Card,Delivered,2483.55
2503,100,34,2025-07-30,Cash,Delivered,2349.7
2504,637,45,2025-11-05,UPI,Cancelled,2898.05
2505,946,67,2025-11-07,Card,Cancelled,1724.56
2506,427,81,2025-12-14,Card,Delivered,1125.69
2507,316,42,2025-07-09,Card,Delivered,1238.88
2508,159,48,2025-05-06,UPI,Cancelled,1389.11
2509,386,63,2025-11-16,Card,Cancelled,2054.26
2510,495,55,2025-03-08,UPI,Delivered,2619.18
2511,18,44,2025-11-20,UPI,Delivered,663.86
2512,155,61,2025-04-24,Cash,Cancelled,334.56
2513,473,75,2025-10-25,Cash,Delivered,1566.95
2514,133,89,2025-05-27,Card,Cancelled,2804.37
2515,808,9,2025-01-02,UPI,Cancelled,781.23
2516,395,56,2025-06-25,Card,Delivered,2172.36
2517,138,59,2025-03-04,Cash,Delivered,1951.23
2518,884,86,2025-06-24,Card,Cancelled,2863.88
2519,381,86,2025-10-06,UPI,Delivered,1978.67
2520,925,62,2025-09-26,Cash,Cancelled,153.1
2521,938,50,2025-06-22,Cash,Cancelled,1623.83
2522,169,33,2025-03-19,Card,Cancelled,1096.15
2523,386,52,2025-08-02,UPI,Cancelled,2295.77
2524,768,48,2025-02-23,Card,Cancelled,1455.32
2525,561,7,2025-01-11,Card,Cancelled,833.06
2526,420,92,2025-11-11,UPI,Cancelled,966.25
2527,896,6,2025-06-25,UPI,Delivered,2749.03
2528,517,84,2025-02-28,UPI,Cancelled,1452.13
2529,985,16,2025-01-15,Card,Cancelled,1265.22
2530,530,53,2025-08-16,Card,Delivered,298.26
2531,117,68,2025-12-14,Cash,Delivered,1888.6
2532,822,17,2025-10-23,UPI,Cancelled,825.61
2533,351,54,2025-02-02,Card,Delivered,804.37
2534,995,12,2025-07-06,Cash,Delivered,2722.63
2535,507,81,2025-10-20,UPI,Delivered,1818.1
2536,612,19,2025-07-12,Cash,Cancelled,1521.12
2537,276,7,2025-08-10,Cash,Delivered,2282.29
2538,838,91,2025-09-18,Cash,Cancelled,238.02
2539,869,97,2025-04-09,Card,Cancelled,265.41
2540,738,51,2025-12-31,Card,Cancelled,2047.22
2541,222,41,2025-12-01,Card,Delivered,2339.0
2542,514,19,2025-06-09,UPI,Delivered,273.03
2543,398,88,2025-05-31,Card,Delivered,2198.42
2544,30,50,2025-04-24,Card,Delivered,2776.16
2545,645,49,2025-03-18,Cash,Delivered,1581.11
2546,47,23,2025-05-05,Cash,Delivered,2265.78
2547,676,66,2025-04-07,Card,Cancelled,2498.78
2548,227,69,2025-07-15,Cash,Delivered,225.67
2549,92,63,2025-04-30,Cash,Cancelled,1339.16
2550,167,16,2025-10-25,Card,Cancelled,2597.77
2551,691,72,2025-01-23,Cash,Cancelled,2538.79
2552,433,79,2025-04-29,UPI,Cancelled,638.13
2553,542,39,2025-10-25,UPI,Delivered,2154.27
2554,772,97,2025-01-22,Cash,Cancelled,733.35
2555,510,44,2025-09-26,Card,Cancelled,656.9
2556,797,28,2025-04-09,UPI,Cancelled,2594.02
2557,391,39,2025-07-01,Card,Delivered,2440.48
2558,328,92,2025-01-11,UPI,Delivered,754.61
2559,957,54,2025-09-20,Card,Delivered,2408.7
2560,902,30,2025-03-19,Cash,Cancelled,189.02
2561,483,88,2025-02-25,Cash,Delivered,1029.73
2562,797,22,2025-07-18,Cash,Cancelled,2870.71
2563,656,92,2025-03-04,Cash,Delivered,2370.17
2564,431,75,2025-08-17,Card,Delivered,2178.37
2565,508,16,2025-04-23,Card,Delivered,681.98
2566,271,98,2025-06-25,UPI,Delivered,1127.7
2567,296,48,2025-09-08,UPI,Delivered,354.27
2568,452,85,2025-05-03,UPI,Delivered,1284.59
2569,143,87,2025-10-21,Card,Delivered,694.79
2570,17,58,2025-03-04,Card,Delivered,1392.27
2571,92,31,2025-03-05,UPI,Cancelled,1087.71
2572,307,68,2025-11-16,Cash,Delivered,1054.29
2573,999,77,2025-02-15,Cash,Delivered,2016.68
2574,21,35,2025-01-23,Cash,Cancelled,2965.73
2575,218,90,2025-10-15,UPI,Cancelled,1203.36
2576,397,29,2025-04-06,UPI,Cancelled,1236.01
2577,811,20,2025-08-01,Cash,Cancelled,2113.51
2578,465,43,2025-09-30,Cash,Delivered,2289.38
2579,387,50,2025-08-03,Cash,Delivered,345.82
2580,83,35,2025-09-20,Cash,Delivered,2525.96
2581,779,20,2025-03-12,Cash,Cancelled,1408.49
2582,784,37,2025-03-17,Card,Cancelled,1491.49
2583,945,84,2025-09-22,UPI,Delivered,1170.46
2584,324,40,2025-01-07,Cash,Cancelled,957.45
2585,182,9,2025-03-05,UPI,Delivered,1178.29
2586,411,96,2025-02-19,UPI,Cancelled,2208.41
2587,599,7,2025-06-28,Cash,Delivered,536.68
2588,589,23,2025-08-18,UPI,Cancelled,2660.17
2589,978,10,2025-06-29,UPI,Cancelled,2780.59
2590,721,33,2025-06-19,Cash,Cancelled,2350.57
2591,471,76,2025-08-02,Card,Delivered,1808.04
2592,238,52,2025-05-09,Card,Delivered,1570.85
2593,192,3,2025-03-03,UPI,Cancelled,2289.29
2594,53,65,2025-10-14,Cash,Cancelled,1522.37
2595,413,28,2025-01-18,Card,Delivered,1313.05
2596,626,32,2025-05-09,Card,Delivered,2454.62
2597,817,29,2025-02-14,UPI,Cancelled,1441.55
2598,53,11,2025-07-25,Card,Cancelled,2945.13
2599,817,14,2025-09-16,Card,Delivered,584.24
2600,970,42,2025-07-14,Cash,Delivered,451.14
2601,837,74,2025-01-02,Cash,Delivered,1923.54
2602,700,98,2025-01-20,UPI,Cancelled,2070.91
2603,13,39,2025-05-07,UPI,Cancelled,1636.96
2604,157,62,2025-05-17,Cash,Delivered,839.59
2605,655,13,2025-05-07,UPI,Cancelled,685.35
2606,797,69,2025-01-17,Card,Cancelled,1278.79
2607,686,11,2025-10-04,Cash,Cancelled,1178.92
2608,715,49,2025-11-22,Card,Delivered,1347.17
2609,345,50,2025-09-27,UPI,Cancelled,691.35
2610,185,98,2025-12-16,Card,Delivered,546.08
2611,921,96,2025-09-19,Card,Cancelled,2910.11
2612,963,67,2025-01-20,UPI,Cancelled,1859.37
2613,299,47,2025-07-26,Cash,Delivered,468.75
2614,102,28,2025-11-03,Card,Cancelled,2774.16
2615,519,52,2025-09-15,Cash,Delivered,2955.63
2616,797,37,2025-03-10,Cash,Delivered,1560.9
2617,776,58,2025-12-08,Cash,Delivered,2994.25
2618,724,22,2025-10-26,Card,Delivered,299.74
2619,964,41,2025-05-20,UPI,Delivered,2097.93
2620,877,73,2025-04-24,Cash,Delivered,664.76
2621,375,15,2025-09-06,Card,Delivered,2473.32
2622,463,25,2025-04-01,Card,Delivered,2701.9
2623,957,86,2025-11-14,UPI,Cancelled,2962.02
2624,595,25,2025-09-10,Card,Delivered,2685.14
2625,848,95,2025-01-12,Cash,Cancelled,1100.45
2626,764,83,2025-07-28,UPI,Delivered,571.67
2627,841,89,2025-08-18,Card,Delivered,448.15
2628,411,90,2025-11-18,Cash,Delivered,308.91
2629,352,17,2025-09-26,Card,Cancelled,1705.29
2630,212,17,2025-12-16,Card,Delivered,1768.98
2631,970,78,2025-09-18,Cash,Cancelled,2030.74
2632,324,15,2025-03-30,Cash,Cancelled,2699.22
2633,271,61,2025-01-11,Card,Cancelled,2533.77
2634,581,54,2025-08-23,Card,Cancelled,2452.88
2635,542,42,2025-11-13,Card,Cancelled,2157.26
2636,178,63,2025-03-10,UPI,Delivered,551.0
2637,654,29,2025-07-01,Cash,Cancelled,818.7
2638,131,61,2025-06-24,Cash,Cancelled,670.67
2639,852,17,2025-09-13,Card,Delivered,1504.1
2640,831,26,2025-06-21,Cash,Cancelled,2123.64
2641,466,70,2025-05-01,UPI,Cancelled,1915.52
2642,142,29,2025-03-04,UPI,Delivered,2302.07
2643,646,31,2025-11-12,Cash,Cancelled,1945.17
2644,73,25,2025-05-19,Cash,Delivered,2281.43
2645,36,77,2025-10-17,Card,Delivered,698.76
2646,693,9,2025-05-26,Cash,Cancelled,436.03
2647,222,42,2025-01-25,Cash,Cancelled,1428.17
2648,207,95,2025-04-11,Card,Cancelled,1714.22
2649,381,82,2025-02-21,UPI,Cancelled,2696.79
2650,517,66,2025-08-22,Cash,Delivered,1165.49
2651,982,78,2025-03-29,UPI,Cancelled,1140.69
2652,366,63,2025-06-26,UPI,Cancelled,1114.25
2653,785,38,2025-10-28,UPI,Cancelled,404.83
2654,776,42,2025-06-23,Card,Delivered,2072.3
2655,268,18,2025-10-05,Cash,Cancelled,1642.03
2656,564,41,2025-06-15,UPI,Cancelled,1374.42
2657,209,4,2025-07-14,Card,Cancelled,2486.73
2658,266,44,2025-10-11,Cash,Cancelled,1367.42
2659,480,75,2025-02-07,Cash,Cancelled,1456.03
2660,545,41,2025-11-18,Cash,Delivered,645.9
2661,355,58,2025-12-13,Cash,Delivered,860.54
2662,384,58,2025-12-04,Cash,Cancelled,2126.93
2663,220,79,2025-04-22,Card,Delivered,2825.73
2664,444,55,2025-07-12,Cash,Delivered,2101.85
2665,315,29,2025-01-20,Card,Cancelled,309.16
2666,213,52,2025-02-25,Cash,Cancelled,2595.79
2667,896,27,2025-08-16,Card,Cancelled,834.4
2668,948,44,2025-08-31,UPI,Cancelled,2317.66
2669,324,47,2025-03-09,Card,Cancelled,921.27
2670,240,5,2025-07-25,Card,Delivered,2195.98
2671,413,3,2025-05-29,UPI,Delivered,1648.22
2672,999,40,2025-09-07,Cash,Cancelled,1710.86
2673,608,73,2025-11-21,Cash,Delivered,2928.0
2674,506,60,2025-08-14,Card,Cancelled,2270.97
2675,114,76,2025-06-24,Cash,Cancelled,2325.75
2676,499,93,2025-02-15,Card,Delivered,859.72
2677,298,36,2025-12-11,UPI,Cancelled,1494.51
2678,303,87,2025-02-27,Cash,Cancelled,1345.32
2679,482,77,2025-05-10,Card,Delivered,602.98
2680,647,9,2025-09-16,UPI,Cancelled,1558.66
2681,814,10,2025-01-09,UPI,Delivered,2832.62
2682,755,50,2025-01-24,Cash,Cancelled,495.23
2683,433,49,2025-10-14,Card,Delivered,168.06
2684,632,34,2025-09-24,Cash,Cancelled,2525.22
2685,310,66,2025-10-07,Card,Cancelled,774.22
2686,827,24,2025-01-03,Cash,Delivered,638.95
2687,981,32,2025-10-20,Cash,Cancelled,1066.18
2688,212,33,2025-11-26,UPI,Cancelled,2902.12
2689,386,40,2025-05-03,Card,Delivered,2753.37
2690,910,67,2025-04-09,Card,Delivered,2465.28
2691,205,100,2025-01-14,Card,Cancelled,1592.21
2692,306,88,2025-03-28,Cash,Cancelled,1880.41
2693,675,69,2025-04-14,Cash,Cancelled,757.29
2694,3,42,2025-11-26,UPI,Delivered,1219.34
2695,249,86,2025-11-27,Card,Delivered,1217.42
2696,172,14,2025-11-08,Card,Delivered,2399.19
2697,19,50,2025-04-17,UPI,Cancelled,1688.25
2698,340,38,2025-10-03,Cash,Cancelled,2674.4
2699,71,18,2025-01-20,Cash,Delivered,755.55
2700,930,59,2025-12-04,Card,Delivered,996.86
2701,340,63,2025-10-11,UPI,Delivered,1324.34
2702,864,92,2025-10-11,UPI,Delivered,260.89
2703,608,55,2025-07-18,Cash,Cancelled,938.17
2704,221,35,2025-01-14,Cash,Cancelled,2399.9
2705,626,89,2025-11-03,Card,Cancelled,1669.07
2706,622,30,2025-01-30,UPI,Delivered,770.43
2707,43,2,2025-01-16,Cash,Cancelled,998.29
2708,229,9,2025-04-21,Cash,Cancelled,2293.53
2709,242,14,2025-07-25,Card,Delivered,2301.45
2710,326,28,2025-05-26,UPI,Cancelled,899.66
2711,124,67,2025-03-21,Cash,Cancelled,710.31
2712,941,54,2025-02-09,UPI,Cancelled,2293.98
2713,218,42,2025-05-29,Cash,Cancelled,846.04
2714,638,60,2025-09-12,Card,Delivered,456.7
2715,796,33,2025-12-28,Cash,Delivered,1857.24
2716,995,19,2025-10-10,UPI,Cancelled,2287.81
2717,126,73,2025-05-23,Cash,Cancelled,601.7
2718,134,100,2025-12-20,Cash,Delivered,606.29
2719,591,9,2025-06-07,Cash,Delivered,1758.05
2720,951,40,2025-01-05,Card,Delivered,1256.13
2721,674,23,2025-07-12,UPI,Cancelled,560.91
2722,506,72,2025-07-03,Card,Delivered,1119.48
2723,375,96,2025-02-23,UPI,Cancelled,931.73
2724,846,42,2025-04-26,UPI,Cancelled,1688.65
2725,580,94,2025-02-28,Cash,Cancelled,1350.48
2726,939,63,2025-03-09,Cash,Cancelled,204.54
2727,665,28,2025-05-05,UPI,Delivered,713.42
2728,432,57,2025-10-10,Cash,Delivered,570.14
2729,879,25,2025-06-06,Cash,Cancelled,1348.02
2730,757,7,2025-09-13,UPI,Cancelled,2092.02
2731,240,50,2025-01-05,UPI,Cancelled,530.17
2732,772,69,2025-03-10,Card,Delivered,804.97
2733,475,7,2025-05-09,Cash,Cancelled,763.16
2734,7,34,2025-07-21,Card,Cancelled,570.87
2735,972,35,2025-06-11,Card,Delivered,2573.18
2736,451,21,2025-12-11,Card,Delivered,877.52
2737,726,98,2025-05-08,Cash,Delivered,312.72
2738,988,13,2025-04-07,Card,Delivered,2031.99
2739,612,15,2025-12-13,Card,Delivered,2566.98
2740,188,76,2025-03-04,UPI,Cancelled,2949.9
2741,894,99,2025-09-06,UPI,Cancelled,676.55
2742,838,71,2025-05-09,UPI,Delivered,1636.22
2743,321,93,2025-11-20,UPI,Cancelled,1340.43
2744,387,49,2025-07-28,Card,Cancelled,1589.53
2745,426,74,2025-11-14,Card,Cancelled,333.69
2746,173,90,2025-11-04,Card,Delivered,432.37
2747,184,46,2025-08-04,UPI,Cancelled,2157.84
2748,92,91,2025-03-31,Card,Delivered,1968.06
2749,41,50,2025-09-10,UPI,Delivered,194.56
2750,879,16,2025-05-11,UPI,Cancelled,434.52
2751,291,90,2025-03-02,Card,Cancelled,1430.82
2752,549,2,2025-04-26,UPI,Cancelled,2363.11
2753,787,78,2025-10-20,UPI,Cancelled,814.02
2754,308,23,2025-06-08,UPI,Delivered,516.83
2755,551,65,2025-03-15,Cash,Delivered,2697.41
2756,178,7,2025-07-29,Card,Cancelled,2211.82
2757,471,65,2025-11-17,Card,Delivered,495.91
2758,560,76,2025-09-26,Cash,Cancelled,2709.46
2759,758,14,2025-06-11,Cash,Delivered,2117.18
2760,65,52,2025-09-27,Card,Cancelled,2081.39
2761,489,22,2025-09-11,Cash,Delivered,1430.42
2762,598,64,2025-12-12,UPI,Delivered,2664.68
2763,507,56,2025-08-01,Card,Delivered,278.89
2764,59,99,2025-05-30,Cash,Delivered,1863.16
2765,8,81,2025-02-23,UPI,Delivered,2138.54
2766,223,2,2025-07-29,Cash,Cancelled,1749.14
2767,961,31,2025-02-16,UPI,Cancelled,1620.24
2768,834,2,2025-09-17,UPI,Cancelled,1626.24
2769,863,25,2025-03-11,Cash,Delivered,364.45
2770,644,6,2025-06-29,UPI,Delivered,510.64
2771,624,55,2025-04-30,Card,Delivered,1596.02
2772,528,47,2025-03-27,UPI,Cancelled,283.48
2773,537,96,2025-06-05,Card,Cancelled,960.83
2774,934,36,2025-08-07,Cash,Cancelled,1815.19
2775,993,64,2025-11-05,Card,Cancelled,2681.42
2776,658,94,2025-12-04,Cash,Delivered,244.9
2777,40,8,2025-05-27,Cash,Delivered,417.72
2778,633,11,2025-05-03,UPI,Cancelled,986.42
2779,150,87,2025-08-12,Cash,Cancelled,2837.58
2780,39,36,2025-06-04,Cash,Delivered,2672.5
2781,202,36,2025-09-06,Card,Cancelled,1914.17
2782,266,67,2025-05-25,Card,Delivered,686.94
2783,166,11,2025-03-10,Card,Delivered,2092.93
2784,576,3,2025-02-28,Card,Cancelled,1248.62
2785,167,51,2025-04-12,Cash,Delivered,274.16
2786,862,28,2025-08-25,Card,Cancelled,510.98
2787,863,72,2025-05-06,Cash,Cancelled,2724.87
2788,572,3,2025-11-23,Cash,Cancelled,1102.71
2789,598,89,2025-06-01,Cash,Cancelled,1816.72
2790,317,3,2025-12-30,UPI,Cancelled,982.15
2791,284,52,2025-03-23,Card,Delivered,1680.38
2792,761,59,2025-03-07,Cash,Cancelled,727.85
2793,118,46,2025-05-01,Cash,Cancelled,1389.1
2794,957,58,2025-07-21,UPI,Delivered,2828.86
2795,982,82,2025-07-17,Card,Delivered,2590.13
2796,79,36,2025-03-18,UPI,Cancelled,1221.04
2797,295,67,2025-09-22,UPI,Delivered,1583.15
2798,215,96,2025-12-23,Cash,Delivered,743.69
2799,121,16,2025-10-08,Card,Cancelled,2430.36
2800,806,59,2025-08-20,Cash,Delivered,1052.51
2801,307,76,2025-09-12,Card,Delivered,2122.31
2802,254,71,2025-05-08,Card,Cancelled,1807.37
2803,840,90,2025-08-31,Cash,Cancelled,2113.73
2804,180,41,2025-05-26,Cash,Cancelled,686.17
2805,193,59,2025-12-23,Card,Cancelled,529.56
2806,290,21,2025-09-24,Cash,Delivered,1930.72
2807,558,75,2025-09-23,Card,Delivered,1709.2
2808,63,94,2025-12-18,Cash,Cancelled,2207.31
2809,507,11,2025-07-22,Cash,Delivered,2013.4
2810,906,72,2025-03-28,Cash,Delivered,683.14
2811,198,24,2025-03-07,UPI,Delivered,2193.01
2812,288,85,2025-06-22,UPI,Cancelled,521.98
2813,630,49,2025-06-03,UPI,Delivered,2886.81
2814,584,91,2025-04-04,Card,Cancelled,2251.17
2815,649,51,2025-12-19,UPI,Delivered,241.35
2816,365,30,2025-10-04,UPI,Delivered,1562.97
2817,446,97,2025-10-09,Cash,Delivered,2371.96
2818,840,97,2025-08-24,UPI,Delivered,1664.49
2819,924,17,2025-12-11,Card,Cancelled,2609.71
2820,673,40,2025-02-26,UPI,Cancelled,1535.77
2821,624,18,2025-10-16,UPI,Delivered,2194.04
2822,376,51,2025-09-12,Cash,Delivered,474.73
2823,892,73,2025-03-13,UPI,Cancelled,1215.08
2824,771,49,2025-01-25,Card,Cancelled,2429.72
2825,391,18,2025-09-12,UPI,Delivered,1101.5
2826,682,36,2025-01-18,Card,Delivered,593.45
2827,912,46,2025-03-09,Card,Delivered,1526.44
2828,786,57,2025-01-26,Cash,Delivered,2271.17
2829,988,15,2025-03-04,UPI,Cancelled,2182.2
2830,922,42,2025-08-12,Card,Delivered,814.02
2831,311,67,2025-04-19,UPI,Cancelled,2164.88
2832,741,94,2025-11-30,Cash,Cancelled,1590.47
2833,854,93,2025-10-11,Cash,Delivered,730.76
2834,22,17,2025-07-30,Card,Delivered,802.61
2835,382,60,2025-05-19,Card,Cancelled,2847.32
2836,718,55,2025-05-23,Cash,Delivered,971.58
2837,486,17,2025-05-05,Card,Cancelled,2740.73
2838,228,22,2025-06-19,Cash,Delivered,2004.28
2839,209,50,2025-12-15,Cash,Delivered,665.76
2840,51,62,2025-01-26,UPI,Delivered,1807.4
2841,59,33,2025-02-14,Cash,Delivered,1082.8
2842,571,31,2025-07-27,UPI,Delivered,2679.72
2843,400,29,2025-11-21,UPI,Cancelled,2505.61
2844,711,76,2025-12-17,Card,Delivered,658.67
2845,622,89,2025-03-20,UPI,Delivered,2482.36
2846,14,67,2025-11-07,UPI,Cancelled,2086.88
2847,185,67,2025-06-01,Cash,Delivered,2779.81
2848,757,21,2025-12-20,UPI,Cancelled,937.26
2849,660,16,2025-06-23,UPI,Cancelled,1073.87
2850,129,34,2025-09-04,Cash,Cancelled,1938.79
2851,231,33,2025-06-16,UPI,Cancelled,804.08
2852,654,20,2025-06-09,Card,Delivered,2496.88
2853,422,59,2025-01-10,Card,Delivered,935.15
2854,240,51,2025-06-08,Card,Delivered,756.23
2855,376,13,2025-05-08,Card,Cancelled,2446.9
2856,168,1,2025-01-31,UPI,Delivered,379.91
2857,514,47,2025-12-07,UPI,Delivered,402.2
2858,3,71,2025-11-25,Card,Cancelled,1391.74
2859,633,38,2025-03-03,Cash,Cancelled,977.4
2860,539,61,2025-06-07,UPI,Delivered,1451.83
2861,582,19,2025-09-17,Card,Cancelled,1139.64
2862,422,60,2025-04-19,Card,Cancelled,1874.05
2863,897,8,2025-02-10,Cash,Delivered,2686.04
2864,205,53,2025-10-25,Cash,Cancelled,856.86
2865,713,45,2025-10-15,UPI,Cancelled,1587.19
2866,767,4,2025-07-04,Cash,Delivered,1475.08
2867,65,49,2025-06-15,Card,Delivered,852.67
2868,620,83,2025-06-02,Card,Delivered,407.76
2869,585,86,2025-09-11,Card,Delivered,883.46
2870,505,6,2025-07-03,Cash,Cancelled,1873.68
2871,153,75,2025-03-31,Card,Cancelled,2630.63
2872,840,35,2025-11-15,Card,Delivered,1955.4
2873,75,2,2025-02-25,Card,Delivered,2869.05
2874,406,28,2025-05-16,UPI,Delivered,1514.92
2875,146,29,2025-07-19,Cash,Cancelled,2269.21
2876,388,100,2025-11-13,Cash,Delivered,1718.33
2877,459,14,2025-03-15,UPI,Delivered,2585.61
2878,741,93,2025-01-23,UPI,Cancelled,2663.55
2879,968,3,2025-11-07,Cash,Delivered,785.01
2880,607,28,2025-10-28,Card,Delivered,2486.24
2881,663,48,2025-11-23,UPI,Delivered,2513.98
2882,937,100,2025-05-17,UPI,Cancelled,1593.15
2883,246,82,2025-02-03,UPI,Cancelled,551.36
2884,75,23,2025-08-21,Cash,Delivered,1450.68
2885,768,11,2025-01-21,UPI,Cancelled,2752.69
2886,210,20,2025-08-15,UPI,Delivered,1819.05
2887,645,67,2025-07-24,UPI,Delivered,1543.87
2888,103,61,2025-12-11,Card,Cancelled,1548.39
2889,160,81,2025-03-28,Card,Cancelled,1672.55
2890,575,98,2025-04-10,Card,Delivered,2153.22
2891,291,21,2025-09-09,Cash,Delivered,832.14
2892,820,34,2025-08-29,UPI,Delivered,1184.03
2893,821,22,2025-08-03,Cash,Delivered,1131.56
2894,622,73,2025-11-24,UPI,Cancelled,522.39
2895,718,67,2025-02-13,UPI,Delivered,581.15
2896,549,24,2025-06-24,UPI,Delivered,416.62
2897,26,26,2025-11-27,Card,Delivered,2081.6
2898,131,72,2025-05-08,Card,Delivered,2859.13
2899,50,27,2025-02-01,Card,Delivered,1297.72
2900,60,94,2025-07-29,Card,Cancelled,397.26
2901,638,84,2025-01-06,Cash,Cancelled,1974.05
2902,196,46,2025-08-14,Cash,Cancelled,2198.32
2903,156,25,2025-04-18,Card,Delivered,275.32
