order_item_id,order_id,menu_id,quantity
6594,18032,441,2
6595,15062,329,1
6596,13464,90,3
6597,18945,101,1
6598,12826,194,2
6599,7902,485,4
6600,33,404,4
6601,11296,421,1
6602,4739,345,2
6603,18021,442,4
6604,19764,190,2
6605,11688,474,3
6606,822,270,4
6607,3942,17,2
6608,4277,281,3
6609,3410,213,2
6610,15382,496,2
6611,19414,131,3
6612,16421,368,3
6613,608,473,4
6614,18439,431,1
6615,12600,160,2
6616,13857,147,4
6617,2084,115,4
6618,11127,44,4
6619,19561,260,2
6620,18376,310,2
6621,8862,248,1
6622,4799,113,4
6623,1082,281,3
6624,1695,187,1
6625,739,334,2
6626,13981,150,2
6627,15918,411,3
6628,7931,168,4
6629,13914,435,1
6630,10853,149,3
6631,19598,189,3
6632,10759,70,3
6633,9670,486,2
6634,7109,397,2
6635,8197,33,2
6636,3764,433,4
6637,709,225,4
6638,6843,489,1
6639,12063,56,1
6640,5784,302,4
6641,9288,15,2
6642,19729,421,4
6643,1588,151,1
6644,1664,177,4
6645,13315,376,4
6646,8877,382,4
6647,15416,119,4
6648,13795,394,3
6649,2139,75,3
6650,15139,230,1
6651,12148,460,1
6652,12323,205,1
6653,4365,496,4
6654,14888,212,4
6655,17295,109,2
6656,755,193,3
6657,17837,453,2
6658,18873,312,2
6659,10918,23,2
6660,18694,142,3
6661,14398,300,4
6662,4155,149,2
6663,3597,250,1
6664,18096,469,2
6665,9819,431,3
6666,6506,208,4
6667,7573,411,1
6668,18095,442,2
6669,16627,439,3
6670,4626,376,4
6671,15324,220,1
6672,9830,196,1
6673,1044,280,4
6674,6892,60,4
6675,13460,146,4
6676,12465,28,1
6677,4907,372,3
6678,18756,351,2
6679,17023,319,1
6680,15844,169,3
6681,15394,478,3
6682,11037,67,3
6683,7249,178,2
6684,14312,283,4
6685,14072,267,4
6686,19838,122,3
6687,10559,409,3
6688,16961,105,2
6689,1268,484,3
6690,4396,274,2
6691,4141,122,2
6692,10890,335,3
6693,17369,66,1
6694,9689,288,1
6695,12388,296,1
6696,10334,414,4
6697,4062,345,3
6698,2564,183,4
6699,13702,316,4
6700,2675,156,1
6701,10723,487,1
6702,11266,234,2
6703,11771,461,1
6704,2025,441,4
6705,19081,212,3
6706,18899,365,4
6707,1727,18,3
6708,9687,396,2
6709,2056,9,4
6710,7603,318,2
6711,13634,336,3
6712,4065,444,2
6713,7631,293,4
6714,16944,480,3
6715,9077,263,3
6716,17895,401,2
6717,13511,390,1
6718,18616,471,2
6719,3872,280,3
6720,13604,295,4
6721,11889,59,2
6722,3541,328,1
6723,10811,36,3
6724,676,307,2
6725,2344,290,3
6726,12443,96,1
6727,3058,112,2
6728,9321,289,2
6729,14142,372,1
6730,11220,49,1
6731,1306,136,3
6732,17205,201,2
6733,18541,10,1
6734,13516,293,3
6735,11956,421,1
6736,2171,211,1
6737,1787,273,4
6738,12126,107,3
6739,13284,200,4
6740,525,431,3
6741,10832,19,1
6742,13333,253,2
6743,11265,202,4
6744,3885,432,4
6745,17867,477,1
6746,18613,250,4
6747,6909,482,4
6748,6004,347,4
6749,12714,174,1
6750,8717,81,2
6751,9733,487,1
6752,10240,350,3
6753,2089,313,3
6754,16949,400,3
6755,2247,401,4
6756,17385,188,3
6757,6371,424,2
6758,18594,171,3
6759,3033,224,1
6760,10804,66,2
6761,19762,64,1
6762,19527,471,1
6763,4411,36,3
6764,1273,235,3
6765,17098,123,2
6766,7495,429,3
6767,12507,7,3
6768,5751,463,4
6769,17179,285,3
6770,6410,255,2
6771,15451,390,2
6772,7927,273,4
6773,3854,130,4
6774,11310,87,4
6775,10333,297,4
6776,10256,335,2
6777,18419,324,2
6778,14344,197,3
6779,7109,303,2
6780,1316,443,4
6781,3041,153,1
6782,16959,355,3
6783,17313,420,3
6784,1672,378,3
6785,14976,242,4
6786,14104,107,1
6787,10118,463,1
6788,18270,466,2
6789,15489,385,3
6790,15344,4,1
6791,2440,219,2
6792,8800,99,2
6793,12713,306,3
6794,2229,419,1
6795,699,402,2
6796,8043,452,1
6797,6294,316,2
6798,1388,478,2
6799,8562,177,1
6800,7084,180,4
6801,3929,217,1
6802,11560,142,3
6803,288,298,2
6804,5663,5,3
6805,14859,355,4
6806,14433,365,1
6807,19147,428,1
6808,8052,408,1
6809,19348,469,1
6810,3172,221,1
6811,5931,147,4
6812,10684,355,4
6813,7115,235,2
6814,5703,4,3
6815,17812,235,1
6816,560,51,4
6817,2195,377,1
6818,10743,422,3
6819,4961,158,2
6820,5358,34,4
6821,6352,382,3
6822,8958,291,1
6823,19083,257,2
6824,3863,111,2
6825,17908,426,2
6826,1049,106,4
6827,19333,371,3
6828,2180,55,1
6829,17678,440,3
6830,3291,130,4
6831,16995,170,2
6832,523,176,4
6833,12267,345,1
6834,10928,209,3
6835,7096,432,1
6836,9825,15,4
6837,12666,470,1
6838,15855,200,3
6839,1849,68,1
6840,16434,121,3
6841,10461,375,3
6842,16692,130,1
6843,19590,178,2
6844,5022,274,4
6845,2470,464,2
6846,18217,228,4
6847,249,135,4
6848,10012,253,3
6849,7446,17,1
6850,5859,133,4
6851,13248,371,3
6852,17465,299,2
6853,14718,498,4
6854,12434,146,1
6855,3614,4,2
6856,2570,110,4
6857,769,106,3
6858,3360,481,1
6859,13696,240,3
6860,5791,494,4
6861,9710,38,3
6862,4498,444,1
6863,1743,100,3
6864,13699,21,2
6865,14351,199,3
6866,11978,8,2
6867,11001,53,3
6868,751,475,3
6869,2920,434,1
6870,19800,31,1
6871,13989,353,1
6872,11291,106,3
6873,15403,456,1
6874,9032,351,4
6875,5051,68,3
6876,5146,181,2
6877,7904,83,2
6878,2124,267,3
6879,11633,20,3
6880,3718,47,1
6881,6227,269,2
6882,8110,115,3
6883,5602,7,2
6884,6631,315,1
6885,6553,216,4
6886,4994,156,1
6887,16400,328,4
6888,7791,346,2
6889,11201,166,1
6890,13569,275,1
6891,3034,226,4
6892,6515,82,2
6893,10130,44,1
6894,7950,456,2
6895,12612,359,1
6896,1925,102,2
6897,8009,280,2
6898,10253,237,3
6899,13008,279,3
6900,19354,405,3
6901,15126,156,3
6902,18826,352,1
6903,13399,209,4
6904,12688,224,1
6905,7799,473,4
6906,7209,327,1
6907,15035,304,2
6908,6740,384,2
6909,11692,203,1
6910,13941,473,2
6911,9375,86,2
6912,18694,375,1
6913,2636,455,1
6914,13491,238,1
6915,6439,343,4
6916,13303,86,3
6917,447,462,4
6918,13322,399,1
6919,11745,150,2
6920,6548,7,2
6921,9492,99,4
6922,16033,254,1
6923,5167,310,3
6924,5078,260,4
6925,19751,416,4
6926,9110,195,4
6927,13143,56,1
6928,11720,115,1
6929,3038,14,4
6930,9757,162,2
6931,19670,117,4
6932,15615,233,4
6933,15994,264,1
6934,457,33,4
6935,11595,294,1
6936,2686,73,3
6937,8692,127,2
6938,14733,431,4
6939,12028,176,3
6940,3445,34,4
6941,18136,109,1
6942,18613,476,1
6943,10168,286,3
6944,5433,226,1
6945,18326,85,1
6946,3117,398,2
6947,9412,83,4
6948,13554,255,3
6949,16731,291,4
6950,16965,482,3
6951,3239,92,1
6952,16549,266,4
6953,3318,404,4
6954,11438,295,1
6955,10895,171,4
6956,2315,309,1
6957,8895,369,3
6958,18893,218,2
6959,3711,404,1
6960,4551,262,3
6961,5710,70,4
6962,3304,275,4
6963,2650,155,1
6964,19191,385,2
6965,13946,307,4
6966,10847,224,2
6967,10702,418,1
6968,15126,196,4
6969,10711,55,2
6970,18645,428,3
6971,13879,412,3
6972,15874,409,3
6973,6610,15,2
6974,18102,139,3
6975,3747,214,3
6976,3347,179,2
6977,18271,67,4
6978,2516,68,3
6979,5913,4,4
6980,13710,372,1
6981,3930,12,3
6982,4368,134,2
6983,17404,173,1
6984,4034,333,3
6985,19091,145,1
6986,6043,78,1
6987,15987,315,2
6988,2474,99,2
6989,18972,358,4
6990,1279,70,3
6991,1813,442,4
6992,12527,333,4
6993,14298,92,3
6994,11836,282,2
6995,6769,55,2
6996,4876,110,3
6997,5861,66,4
6998,8179,317,4
6999,9675,356,1
7000,12308,371,1
7001,17140,21,4
7002,3474,244,4
7003,769,364,2
7004,5552,410,4
7005,4956,123,1
7006,9086,45,4
7007,19959,500,4
7008,17607,385,4
7009,15137,319,4
7010,674,71,3
7011,1606,265,4
7012,9831,197,1
7013,8929,336,4
7014,2668,195,4
7015,1444,430,3
7016,6790,365,3
7017,12215,237,1
7018,11181,167,1
7019,16386,494,3
7020,11007,289,2
7021,4053,397,2
7022,7507,295,2
7023,9979,423,4
7024,14902,21,4
7025,14339,227,3
7026,9496,147,1
7027,19509,94,3
7028,8509,409,1
7029,1506,284,2
7030,16805,89,4
7031,18509,469,4
7032,14309,384,3
7033,8411,328,1
7034,9748,112,1
7035,16478,366,2
7036,17223,357,2
7037,3148,381,4
7038,15905,332,2
7039,2410,165,3
7040,10821,63,2
7041,11195,158,1
7042,18583,169,2
7043,10454,226,1
7044,7982,261,4
7045,19146,14,1
7046,18174,478,4
7047,19189,476,1
7048,11322,448,4
7049,7546,240,4
7050,15480,78,1
7051,11457,150,2
7052,6480,68,2
7053,10889,329,1
7054,9166,234,3
7055,4904,459,2
7056,19751,456,2
7057,18313,104,4
7058,16778,234,2
7059,4797,158,3
7060,10616,204,2
7061,7616,189,3
7062,1189,189,4
7063,16322,374,4
7064,1855,180,2
7065,16413,111,2
7066,13813,369,2
7067,10154,491,3
7068,8071,359,1
7069,10326,468,1
7070,14560,408,3
7071,10580,454,1
7072,10990,295,3
7073,5765,249,4
7074,10819,196,3
7075,10689,420,1
7076,7431,196,4
7077,14016,462,1
7078,14254,136,3
7079,19532,499,4
7080,6584,366,3
7081,572,271,2
7082,7862,479,2
7083,9186,382,1
7084,1993,200,2
7085,17898,471,2
7086,6250,468,1
7087,14490,393,3
7088,6142,71,2
7089,11795,449,4
7090,13220,78,1
7091,5086,76,1
7092,19871,18,1
7093,11681,379,3
7094,13616,238,4
7095,1010,379,2
7096,9050,459,3
7097,9153,125,2
7098,6288,450,2
7099,4322,301,4
7100,12317,401,2
7101,9646,129,4
7102,9569,82,1
7103,6134,328,4
7104,1575,177,4
7105,14684,98,3
7106,17899,323,2
7107,9225,397,1
7108,11387,89,1
7109,14487,253,1
7110,5986,421,3
7111,1434,430,2
7112,17301,186,3
7113,1989,215,3
7114,1734,478,3
7115,14829,444,2
7116,19161,116,1
7117,14625,142,2
7118,3739,2,3
7119,1029,463,3
7120,15935,497,3
7121,15585,20,3
7122,11102,440,4
7123,1498,427,4
7124,16147,246,3
7125,3829,42,1
7126,15984,450,3
7127,5771,204,2
7128,14383,311,2
7129,2842,495,3
7130,6255,256,2
7131,15484,228,1
7132,19325,163,4
7133,1385,288,1
7134,10882,143,2
7135,10666,358,3
7136,14004,208,1
7137,6418,278,2
7138,14172,216,2
7139,9746,423,4
7140,15101,457,3
7141,849,206,1
7142,8562,484,3
7143,8514,97,4
7144,1258,446,2
7145,14323,213,2
7146,12146,451,4
7147,8640,129,2
7148,9024,60,4
7149,19856,114,4
7150,8344,466,1
7151,11538,302,4
7152,2886,118,4
7153,18522,35,4
7154,5812,244,4
7155,18481,431,2
7156,17927,398,4
7157,15013,116,4
7158,4160,292,3
7159,16011,318,4
7160,15483,132,2
7161,2724,229,3
7162,3173,486,3
7163,14631,64,2
7164,873,272,2
7165,177,384,1
7166,13249,432,2
7167,5447,75,1
7168,9032,89,2
7169,7506,209,3
7170,6563,248,2
7171,18592,310,2
7172,16647,240,4
7173,15488,420,1
7174,6062,24,2
7175,15314,208,2
7176,652,340,3
7177,6323,22,4
7178,5975,202,1
7179,2292,69,4
7180,11832,211,3
7181,2685,445,2
7182,5301,209,1
7183,16514,130,1
7184,15059,414,3
7185,8685,158,2
7186,9158,231,3
7187,2478,202,2
7188,19386,431,2
7189,18470,300,2
7190,19515,435,4
7191,15339,249,4
7192,12775,395,4
7193,2574,192,1
7194,14641,243,2
7195,18547,210,1
7196,9139,250,2
7197,19062,265,3
7198,7206,249,2
7199,1200,394,2
7200,752,132,4
7201,11612,122,1
7202,1926,104,1
7203,13519,102,1
7204,7053,493,3
7205,12024,130,2
7206,15595,444,4
7207,11276,395,1
7208,13938,379,4
7209,2925,207,2
7210,1226,444,1
7211,8301,470,4
7212,12433,57,1
7213,908,372,2
7214,3814,141,2
7215,6515,155,1
7216,18099,411,4
7217,14094,113,3
7218,17524,286,4
7219,536,207,1
7220,9274,190,3
7221,9800,434,2
7222,9015,275,2
7223,11590,104,4
7224,11530,395,4
7225,16568,489,1
7226,17693,226,2
7227,8730,312,4
7228,16265,176,3
7229,12761,401,1
7230,15324,470,1
7231,729,97,4
7232,18235,327,1
7233,16202,29,4
7234,12737,3,3
7235,3794,4,1
7236,19706,56,2
7237,10925,495,1
7238,6152,158,4
7239,16629,79,1
7240,9902,36,2
7241,5612,184,3
7242,10784,266,4
7243,5167,234,4
7244,17174,107,3
7245,19524,27,2
7246,18237,426,3
7247,11258,345,3
7248,11708,84,1
7249,16504,115,4
7250,12333,13,3
7251,13292,142,1
7252,18380,474,4
7253,19659,309,3
7254,16722,177,1
7255,12923,248,2
7256,10467,141,3
7257,980,453,3
7258,17461,119,1
7259,2119,224,3
7260,3428,341,3
7261,6956,405,1
7262,454,252,3
7263,16257,465,2
7264,2510,266,3
7265,2818,70,1
7266,4699,35,3
7267,7033,453,1
7268,11121,199,3
7269,12128,450,4
7270,1316,248,1
7271,2182,83,1
7272,12377,260,2
7273,8002,301,2
7274,5899,381,3
7275,6048,19,1
7276,5014,144,4
7277,4022,57,4
7278,15774,85,2
7279,7416,3,1
7280,12711,221,3
7281,6250,262,4
7282,17196,224,2
7283,12371,154,4
7284,5063,259,4
7285,5486,113,3
7286,7536,228,3
7287,18897,306,3
7288,5097,65,3
7289,10336,275,2
7290,3200,52,1
7291,12535,316,4
7292,17207,26,1
7293,16204,179,1
7294,10330,327,4
7295,445,201,2
7296,18067,91,3
7297,2839,29,4
7298,18164,268,4
7299,11074,378,1
7300,4660,102,2
7301,2879,486,2
7302,15494,186,3
7303,17232,207,4
7304,5347,423,1
7305,16032,191,4
7306,4836,412,4
7307,10745,7,4
7308,19278,287,1
7309,4088,422,4
7310,4273,321,1
7311,672,197,2
7312,16430,318,2
7313,14857,369,4
7314,13619,406,3
7315,413,13,1
7316,11096,176,1
7317,13490,167,2
7318,14947,249,4
7319,18059,417,3
7320,5534,181,1
7321,727,108,1
7322,13385,477,1
7323,365,171,1
7324,11095,174,3
7325,3504,305,4
7326,7278,279,4
7327,5336,217,4
7328,13694,207,4
7329,13840,339,2
7330,19864,131,1
7331,18973,491,2
7332,8093,147,3
7333,14216,231,4
7334,11427,143,1
7335,2372,185,2
7336,13569,264,1
7337,14034,342,3
7338,4861,94,4
7339,7860,344,4
7340,14265,241,1
7341,4489,369,1
7342,14878,91,3
7343,1065,391,1
7344,4752,313,4
7345,10872,303,2
7346,1410,81,2
7347,6040,128,4
7348,7710,355,2
7349,8281,440,2
7350,15665,74,1
7351,790,449,3
7352,19705,379,3
7353,10371,416,1
7354,11242,312,1
7355,2292,334,3
7356,3810,119,1
7357,5800,69,4
7358,4161,270,3
7359,6105,204,4
7360,13597,296,2
7361,7073,317,2
7362,18725,293,2
7363,9851,384,3
7364,11269,472,3
7365,2373,157,2
7366,1986,115,2
7367,4979,426,3
7368,13445,171,2
7369,15870,396,3
7370,88,183,4
7371,9461,341,4
7372,15578,337,1
7373,10109,278,2
7374,13471,154,1
7375,14020,166,2
7376,4118,9,1
7377,11807,480,4
7378,19816,358,3
7379,14444,7,4
7380,5578,238,1
7381,8733,489,3
7382,18916,76,3
7383,16707,190,4
7384,7908,447,4
7385,544,31,2
7386,4807,452,1
7387,13958,233,4
7388,6272,356,4
7389,396,396,3
7390,16884,485,1
7391,19092,370,3
7392,10775,456,4
7393,16237,426,2
7394,5713,29,1
7395,18219,384,1
7396,10133,33,2
7397,5670,202,1
7398,1373,189,3
7399,3031,112,4
7400,7044,271,4
7401,10344,235,3
7402,2966,232,1
7403,2147,41,1
7404,6721,322,1
7405,18533,40,2
7406,4871,84,3
7407,163,68,1
7408,8202,335,4
7409,5445,465,2
7410,12384,194,4
7411,2481,457,2
7412,14099,490,4
7413,18673,287,4
7414,4444,498,3
7415,549,113,2
7416,1962,381,2
7417,9932,86,3
7418,2832,313,3
7419,14040,349,3
7420,13854,57,3
7421,4811,207,4
7422,14933,178,1
7423,1696,151,4
7424,12468,245,1
7425,6153,474,3
7426,17420,398,1
7427,94,480,1
7428,13463,352,2
7429,14147,255,2
7430,7468,115,4
7431,17221,83,3
7432,15473,383,3
7433,15813,493,2
7434,16959,329,1
7435,17919,36,4
7436,6933,485,3
7437,14776,125,2
7438,5058,340,4
7439,2821,32,1
7440,10464,206,3
7441,13128,185,3
7442,18587,454,1
7443,3754,219,2
7444,18413,128,1
7445,6536,181,4
7446,18311,26,2
7447,19857,277,4
7448,15580,275,4
7449,9395,148,4
7450,2901,141,2
7451,9330,264,3
7452,1051,296,4
7453,7379,64,3
7454,6918,25,2
7455,19575,483,2
7456,19872,292,1
7457,15088,225,4
7458,14866,442,4
7459,3223,65,4
7460,4005,219,3
7461,13378,425,3
7462,7445,353,3
7463,2879,148,2
7464,7816,112,4
7465,15244,430,3
7466,13595,412,4
7467,15054,239,2
7468,18558,282,1
7469,17080,376,2
7470,11335,295,3
7471,1889,99,3
7472,14189,52,2
7473,16711,493,1
7474,14705,279,3
7475,7888,1,4
7476,7916,384,4
7477,18068,271,2
7478,10854,243,2
7479,12162,242,1
7480,12993,461,2
7481,3173,220,2
7482,8268,76,3
7483,5625,204,4
7484,13742,45,4
7485,14654,475,2
7486,8593,260,2
7487,11447,490,4
7488,18381,282,2
7489,9599,447,2
7490,16130,289,1
7491,10969,300,1
7492,12527,350,4
7493,18221,13,1
7494,4814,46,3
7495,5532,428,2
7496,18073,202,3
7497,16787,214,3
7498,16151,289,4
7499,16713,133,2
7500,8221,454,3
7501,14563,162,3
7502,7871,248,4
7503,15217,38,2
7504,18926,460,1
7505,15812,486,4
7506,9574,59,3
7507,5096,28,3
7508,931,61,4
7509,9864,274,3
7510,15319,335,1
7511,9569,185,1
7512,1924,134,3
7513,19426,396,4
7514,6713,96,1
7515,6496,35,2
7516,12595,308,3
7517,7634,409,2
7518,4583,86,4
7519,19258,444,2
7520,17027,56,4
7521,11706,213,4
7522,16857,354,2
7523,8422,191,1
7524,7462,247,3
7525,10128,194,1
7526,17638,41,3
7527,11890,74,1
7528,7198,334,1
7529,7796,316,2
7530,11127,378,4
7531,12922,312,3
7532,3670,310,1
7533,7994,185,2
7534,3820,313,1
7535,2185,375,3
7536,14448,57,2
7537,9350,14,4
7538,9875,214,2
7539,1629,43,4
7540,1962,318,1
7541,16191,376,4
7542,15686,35,1
7543,13706,264,2
7544,15026,364,2
7545,13771,110,3
7546,16261,460,2
7547,6125,31,4
7548,19826,204,3
7549,7571,200,3
7550,18654,149,3
7551,19630,441,3
7552,19521,390,1
7553,181,459,3
7554,17782,264,1
7555,8588,416,4
7556,15263,447,3
7557,6752,468,4
7558,4997,389,4
7559,5171,79,4
7560,17572,363,2
7561,2234,468,3
7562,2019,56,2
7563,19208,9,3
7564,12511,490,4
7565,13957,326,2
7566,11355,188,4
7567,2063,225,3
7568,16989,69,2
7569,1919,223,4
7570,10955,31,1
7571,19011,23,3
7572,8655,136,3
7573,6177,152,2
7574,14259,218,2
7575,6408,65,2
7576,13279,401,3
7577,13001,327,2
7578,3022,58,4
7579,3566,409,2
7580,13933,270,2
7581,4116,169,4
7582,19757,338,2
7583,480,295,2
7584,1431,420,2
7585,9056,100,2
7586,9829,190,3
7587,14632,403,2
7588,16804,452,1
7589,4246,430,1
7590,7297,62,3
7591,19310,209,4
7592,3278,274,3
7593,4150,486,4
7594,12583,245,3
7595,16314,163,3
7596,8630,77,4
7597,15840,306,3
7598,11964,425,2
7599,18374,90,1
7600,15488,29,3
7601,8731,430,4
7602,17744,5,1
7603,7556,188,1
7604,15891,347,1
7605,10166,7,2
7606,19316,177,3
7607,1866,186,4
7608,4779,249,4
7609,1880,226,2
7610,5941,293,4
7611,13473,226,3
7612,15862,259,2
7613,1702,186,3
7614,6558,141,1
7615,9130,453,3
7616,3209,127,3
7617,678,331,2
7618,2785,218,4
7619,8658,147,1
7620,16694,437,2
7621,9573,357,2
7622,14375,222,3
7623,11443,276,2
7624,17846,219,1
7625,8344,213,2
7626,4171,169,4
7627,3494,465,4
7628,4121,132,1
7629,14274,368,2
7630,16472,344,2
7631,1282,372,3
7632,15013,280,1
7633,946,288,2
7634,6625,346,1
7635,10075,320,2
7636,1469,295,4
7637,889,54,2
7638,3779,409,1
7639,6468,406,1
7640,4271,311,1
7641,5479,305,4
7642,16035,54,1
7643,11903,182,2
7644,5459,38,2
7645,11740,6,2
7646,474,322,2
7647,4808,36,3
7648,18641,56,2
7649,12385,25,4
7650,5334,266,4
7651,17776,480,3
7652,241,44,4
7653,16815,45,3
7654,16182,260,4
7655,5934,209,2
7656,1821,445,1
7657,2732,233,4
7658,7722,276,2
7659,16996,165,4
7660,14239,478,3
7661,8543,451,1
7662,15789,10,1
7663,17347,318,2
7664,13530,455,3
7665,5365,2,4
7666,13940,116,4
7667,4987,96,1
7668,10968,75,1
7669,6787,73,2
7670,19425,112,2
7671,3109,220,3
7672,9398,92,1
7673,19401,187,1
7674,18953,17,3
7675,15137,71,3
7676,2862,436,4
7677,13280,315,3
7678,10307,260,1
7679,16324,486,1
7680,3309,151,1
7681,12291,207,2
7682,736,21,2
7683,1373,168,1
7684,17375,51,3
7685,10548,474,3
7686,3064,189,2
7687,4156,388,1
7688,8524,224,4
7689,5932,73,4
7690,7842,244,2
7691,17793,425,1
7692,16809,440,1
7693,7496,399,2
7694,8235,276,3
7695,6856,84,4
7696,11942,196,4
7697,12019,313,4
7698,11722,85,2
7699,10021,232,4
7700,12091,30,1
7701,1328,226,2
7702,15760,94,3
7703,6516,58,1
7704,5288,264,2
7705,9177,418,4
7706,13439,367,4
7707,18698,299,3
7708,6857,52,2
7709,18037,265,1
7710,5738,235,4
7711,19795,274,4
7712,16283,98,3
7713,5728,412,2
7714,18880,204,1
7715,5782,8,4
7716,13162,323,3
7717,4084,44,2
7718,17684,279,2
7719,2620,189,1
7720,15327,7,4
7721,8168,461,3
7722,15328,115,3
7723,18958,211,3
7724,15657,331,3
7725,6978,306,1
7726,17152,270,1
7727,16959,144,3
7728,6791,345,3
7729,10348,32,2
7730,17026,268,1
7731,3392,379,3
7732,16968,479,1
7733,2227,273,3
7734,8513,31,4
7735,5145,18,4
7736,11719,229,4
7737,15835,268,1
7738,5179,462,2
7739,4845,155,1
7740,3256,476,4
7741,18924,49,4
7742,10473,494,2
7743,19327,483,4
7744,17715,136,2
7745,6619,314,4
7746,13032,12,4
7747,19199,90,4
7748,10389,460,2
7749,17239,480,4
7750,6862,362,1
7751,6503,270,3
7752,12293,117,2
7753,15914,431,3
7754,17875,427,2
7755,14809,490,4
7756,5023,217,1
7757,15359,301,4
7758,7829,288,3
7759,6321,476,4
7760,4272,429,4
7761,14721,162,2
7762,13817,275,1
7763,9296,476,2
7764,9771,333,3
7765,11714,385,2
7766,8695,439,3
7767,2979,478,3
7768,2446,449,3
7769,19567,152,4
7770,1895,431,2
7771,9764,250,1
7772,8795,232,1
7773,1711,142,3
7774,651,345,1
7775,12223,500,2
7776,9309,384,2
7777,4247,311,3
7778,18368,65,4
7779,10711,312,3
7780,19712,102,3
7781,17344,235,2
7782,3779,292,1
7783,5591,426,3
7784,3595,466,2
7785,11670,352,1
7786,9697,91,3
7787,11019,443,1
7788,15670,442,1
7789,11235,217,3
7790,7266,262,1
7791,8962,376,1
7792,19296,138,2
7793,16905,303,3
7794,15020,120,4
7795,16394,297,4
7796,10930,243,4
7797,2,378,3
7798,12052,136,1
7799,19143,317,3
7800,6071,25,4
7801,19629,309,4
7802,1898,315,3
7803,5589,51,3
7804,16308,336,3
7805,17905,160,4
7806,3079,315,3
7807,7956,36,4
7808,16995,321,2
7809,19347,295,2
7810,13032,155,2
7811,1137,459,2
7812,14104,87,3
7813,18421,407,2
7814,10874,120,2
7815,10012,470,4
7816,19747,267,4
7817,2447,3,3
7818,17850,211,1
7819,13739,271,1
7820,17260,213,3
7821,3919,293,1
7822,4472,220,2
7823,2175,123,4
7824,8526,456,1
7825,19600,293,1
7826,104,46,1
7827,16492,70,2
7828,369,203,2
7829,12092,284,4
7830,15135,174,3
7831,18652,485,1
7832,3530,355,4
7833,9869,431,4
7834,3176,56,4
7835,7053,360,4
7836,1807,393,2
7837,7725,39,4
7838,19042,387,3
7839,1860,63,3
7840,2561,161,2
7841,3062,39,3
7842,8039,497,1
7843,7548,415,4
7844,7353,388,4
7845,17461,194,1
7846,1437,205,2
7847,2987,500,3
7848,13192,62,1
7849,8702,139,1
7850,10083,216,1
7851,11921,281,3
7852,7161,313,3
7853,7909,4,1
7854,8009,303,1
7855,14477,367,3
7856,19000,157,4
7857,19017,33,2
7858,7023,197,1
7859,1905,495,2
7860,14007,176,2
7861,6176,457,4
7862,8142,44,3
7863,14098,105,4
7864,19632,239,2
7865,15198,275,1
7866,3329,191,4
7867,14705,328,1
7868,15245,218,4
7869,5553,240,4
7870,5947,110,3
7871,11340,442,1
7872,4308,74,1
7873,14264,409,3
7874,13543,193,4
7875,10800,137,4
7876,7357,473,4
7877,7497,112,3
7878,6613,105,2
7879,14250,92,3
7880,3473,45,4
7881,18324,190,4
7882,19976,262,2
7883,12265,364,4
7884,9851,297,3
7885,7342,350,3
7886,18094,345,4
7887,11517,300,4
7888,5378,252,3
7889,7964,115,2
7890,7864,397,1
7891,15314,172,4
7892,6597,80,4
7893,1562,266,2
7894,19302,289,3
7895,5943,237,4
7896,19210,36,4
7897,11111,45,4
7898,13258,218,2
7899,5355,111,1
7900,1191,62,3
7901,4954,175,2
7902,17786,136,1
7903,4772,30,1
7904,15536,80,2
7905,12083,121,1
7906,17980,207,1
7907,7288,209,4
7908,13303,100,4
7909,12691,18,4
7910,1782,174,4
7911,10187,166,3
7912,15299,313,4
7913,15896,157,1
7914,8732,260,2
7915,15441,392,1
7916,9158,24,2
7917,1654,136,3
7918,9361,274,1
7919,16033,160,1
7920,7989,419,4
7921,17755,371,3
7922,12127,319,3
7923,6306,12,4
7924,18585,232,3
7925,19315,129,2
7926,6458,390,1
7927,8271,37,2
7928,9728,22,4
7929,8930,53,1
7930,5519,91,4
7931,17262,166,4
7932,1535,202,4
7933,4765,477,2
7934,13742,434,1
7935,8500,443,1
7936,6763,264,1
7937,15786,136,2
7938,8111,242,4
7939,4036,122,3
7940,8021,486,1
7941,15318,310,2
7942,2785,445,4
7943,11194,155,4
7944,14135,52,4
7945,8174,328,4
7946,9813,406,1
7947,16053,197,4
7948,19880,404,4
7949,1555,215,4
7950,6953,256,3
7951,7722,76,3
7952,11285,243,4
7953,6661,460,4
7954,14644,341,3
7955,4993,481,1
7956,12961,129,2
7957,4913,361,2
7958,11046,102,4
7959,14771,40,3
7960,12597,293,2
7961,10313,186,3
7962,17044,214,3
7963,4121,323,3
7964,18007,220,4
7965,8150,308,2
7966,3041,196,2
7967,5125,432,4
7968,11992,96,2
7969,9749,211,2
7970,11895,113,1
7971,3328,413,1
7972,16928,208,2
7973,6712,372,4
7974,16717,425,2
7975,18728,89,2
7976,16641,284,2
7977,8189,350,3
7978,3740,153,2
7979,16483,260,1
7980,4762,226,4
7981,4113,73,2
7982,18117,57,2
7983,7586,443,4
7984,7416,462,3
7985,11388,191,3
7986,17530,394,4
7987,2400,338,2
7988,1543,256,1
7989,11835,187,1
7990,2572,458,4
7991,8852,400,4
7992,8672,222,3
7993,1459,89,3
7994,5141,101,4
7995,16480,434,2
7996,6917,188,2
