delivery_id,order_id,partner_id,delivery_status,delivery_minutes
3541,4977,14,Late,87
3542,4742,121,Late,42
3543,19146,209,Delivered,26
3544,6843,79,Delivered,24
3545,14319,281,Late,81
3546,2272,286,Late,52
3547,3307,48,Delivered,67
3548,13731,264,Delivered,58
3549,7345,120,Delivered,16
3550,1012,291,Late,31
3551,12032,287,Delivered,34
3552,8340,248,Delivered,17
3553,12225,295,Late,32
3554,17712,187,Late,71
3555,15501,2,Delivered,32
3556,5177,131,Late,65
3557,13196,124,Delivered,68
3558,4888,5,Late,86
3559,3422,142,Late,25
3560,1652,226,Late,28
3561,14101,86,Late,87
3562,10916,183,Delivered,69
3563,19366,137,Late,62
3564,2245,146,Late,16
3565,9733,178,Delivered,77
3566,12094,206,Delivered,42
3567,12794,195,Late,57
3568,6207,172,Delivered,53
3569,10855,189,Late,57
3570,5081,73,Late,78
3571,19795,142,Late,75
3572,18973,69,Delivered,37
3573,9178,99,Late,51
3574,11776,27,Late,71
3575,3898,171,Delivered,60
3576,17838,25,Late,27
3577,5411,104,Late,21
3578,16668,211,Late,71
3579,11007,61,Late,62
3580,6966,84,Late,86
3581,984,52,Delivered,57
3582,13606,43,Late,67
3583,19378,120,Delivered,67
3584,18493,264,Delivered,57
3585,18707,211,Late,68
3586,13286,173,Delivered,32
3587,2083,183,Delivered,76
3588,19553,218,Late,68
3589,16429,172,Delivered,30
3590,4329,187,Late,27
3591,399,33,Delivered,58
3592,17533,133,Late,35
3593,5183,139,Delivered,87
3594,5043,149,Delivered,26
3595,3989,20,Delivered,83
3596,4868,15,Late,75
3597,17508,87,Delivered,78
3598,12785,61,Delivered,44
3599,19334,20,Late,60
3600,1189,129,Delivered,71
3601,19527,99,Delivered,49
3602,2776,41,Late,86
3603,14567,135,Late,46
3604,10545,285,Late,89
3605,11369,198,Delivered,90
3606,10598,24,Delivered,47
3607,8,6,Delivered,74
3608,7826,46,Late,86
3609,16501,275,Delivered,57
3610,14320,86,Late,87
3611,7092,46,Delivered,25
3612,7892,114,Delivered,86
3613,14625,169,Late,54
3614,9727,140,Delivered,66
3615,12255,257,Late,72
3616,9174,256,Late,58
3617,6555,241,Delivered,37
3618,4622,246,Delivered,77
3619,13280,260,Late,27
3620,10099,292,Late,35
3621,16754,274,Delivered,79
3622,18346,33,Delivered,49
3623,11196,78,Late,32
3624,8189,69,Delivered,61
3625,15923,281,Late,38
3626,15026,10,Late,31
3627,6197,297,Late,53
3628,9426,59,Delivered,33
3629,17998,198,Late,19
3630,8280,132,Late,36
3631,19212,160,Late,70
3632,18458,49,Delivered,64
3633,9059,269,Delivered,57
3634,3703,116,Late,17
3635,5688,85,Delivered,49
3636,2887,60,Delivered,36
3637,12700,178,Delivered,43
3638,18687,202,Delivered,85
3639,10470,67,Late,46
3640,16551,106,Delivered,50
3641,15530,279,Late,67
3642,3144,109,Late,27
3643,12519,96,Late,21
3644,7363,214,Delivered,66
3645,18860,205,Late,61
3646,5330,137,Late,24
3647,18822,57,Delivered,51
3648,19173,45,Delivered,80
3649,1843,66,Late,90
3650,12500,290,Delivered,86
3651,720,138,Delivered,79
3652,8969,275,Delivered,80
3653,7969,37,Delivered,61
3654,2520,9,Late,17
3655,5410,159,Late,44
3656,531,54,Delivered,51
3657,7722,264,Delivered,28
3658,18705,129,Delivered,87
3659,8686,138,Delivered,89
3660,2869,247,Delivered,54
3661,16379,272,Late,72
3662,8703,232,Delivered,27
3663,14229,184,Late,43
3664,6712,168,Late,32
3665,13253,221,Late,88
3666,7774,100,Delivered,32
3667,12332,266,Late,87
3668,10802,298,Late,20
3669,8245,192,Delivered,33
3670,5906,271,Delivered,81
3671,16422,298,Late,88
3672,1632,23,Delivered,59
3673,11679,186,Late,81
3674,18797,212,Late,44
3675,3966,18,Late,80
3676,11673,102,Late,25
3677,10763,268,Delivered,82
3678,1312,67,Late,67
3679,16500,219,Delivered,23
3680,9388,86,Delivered,83
3681,3492,272,Late,71
3682,6417,15,Delivered,32
3683,10507,107,Late,51
3684,8358,67,Delivered,77
3685,1039,153,Late,49
3686,13690,271,Late,33
3687,15117,118,Delivered,45
3688,2186,168,Delivered,53
3689,19411,294,Delivered,76
3690,18291,115,Delivered,72
3691,4461,219,Late,21
3692,11984,132,Delivered,59
3693,12713,261,Late,20
3694,10606,175,Late,22
3695,9021,26,Late,41
3696,19100,82,Delivered,57
3697,4986,126,Delivered,90
3698,19555,163,Late,48
3699,4881,248,Late,89
3700,9085,229,Delivered,38
3701,555,114,Late,67
3702,11301,175,Late,85
3703,19477,73,Late,69
3704,19604,97,Late,15
3705,16891,11,Delivered,76
3706,19815,18,Delivered,89
3707,19240,180,Delivered,34
3708,3682,162,Late,47
3709,3209,285,Late,60
3710,17385,213,Delivered,59
3711,8777,257,Late,72
3712,16869,48,Late,53
3713,9445,90,Late,62
3714,8356,89,Delivered,71
3715,6021,117,Late,25
3716,14926,281,Delivered,58
3717,16789,198,Delivered,47
3718,3502,47,Late,64
3719,10000,139,Late,19
3720,17420,273,Delivered,31
3721,11672,204,Delivered,29
3722,6619,98,Late,81
3723,16004,261,Delivered,33
3724,2692,35,Late,76
3725,7271,260,Delivered,43
3726,15248,50,Delivered,37
3727,18486,297,Late,16
3728,13114,217,Delivered,78
3729,5043,221,Late,85
3730,14950,136,Late,67
3731,7943,164,Late,81
3732,3241,215,Late,75
3733,16431,284,Delivered,45
3734,3108,226,Late,47
3735,10877,139,Late,43
3736,5047,235,Late,90
3737,10089,74,Delivered,15
3738,14599,293,Delivered,25
3739,10746,166,Delivered,49
3740,17326,100,Delivered,83
3741,4726,122,Late,87
3742,5222,50,Late,26
3743,2508,194,Late,85
3744,18819,260,Delivered,79
3745,6610,73,Late,30
3746,8474,292,Late,38
3747,18488,281,Delivered,59
3748,471,165,Late,74
3749,8807,140,Delivered,32
3750,10705,300,Late,66
3751,4467,152,Late,22
3752,16537,226,Late,29
3753,3794,107,Late,59
3754,12758,109,Delivered,68
3755,19384,4,Delivered,65
3756,18198,267,Delivered,69
3757,18857,59,Delivered,20
3758,335,206,Delivered,28
3759,10309,147,Late,87
3760,19620,172,Late,59
3761,9674,46,Delivered,25
3762,1740,199,Late,47
3763,15208,280,Late,36
3764,10890,189,Late,31
3765,7366,269,Late,56
3766,12942,248,Late,42
3767,17361,89,Delivered,58
3768,18001,80,Late,51
3769,17915,162,Late,88
3770,3263,71,Delivered,64
3771,13800,99,Delivered,87
3772,11447,108,Delivered,58
3773,414,131,Delivered,44
3774,13727,126,Late,39
3775,11114,154,Late,25
3776,18428,225,Late,54
3777,17424,74,Late,58
3778,16189,239,Late,24
3779,542,43,Late,61
3780,13805,227,Late,78
3781,9975,62,Late,32
3782,503,82,Late,75
3783,17623,137,Delivered,72
3784,19813,284,Late,45
3785,5706,232,Delivered,82
3786,8632,4,Delivered,68
3787,11364,272,Delivered,51
3788,9975,79,Delivered,49
3789,14998,291,Late,36
3790,7252,135,Late,70
3791,18338,286,Late,86
3792,7884,86,Late,54
3793,16475,107,Late,47
3794,18768,95,Delivered,90
3795,14065,232,Late,15
3796,5685,107,Delivered,22
3797,2821,37,Late,19
3798,13640,212,Delivered,31
3799,18981,228,Late,58
3800,19292,13,Late,57
3801,1759,68,Delivered,67
3802,13717,142,Late,65
3803,14532,11,Late,71
3804,1510,246,Late,89
3805,3188,95,Late,85
3806,4566,233,Delivered,64
3807,14112,84,Late,22
3808,19348,204,Late,18
3809,397,143,Late,30
3810,7051,22,Late,90
3811,15762,297,Delivered,37
3812,15702,196,Delivered,44
3813,10821,102,Late,48
3814,1665,102,Delivered,32
3815,15603,253,Late,85
3816,4444,265,Delivered,62
3817,9986,98,Delivered,50
3818,4646,176,Delivered,63
3819,13739,48,Delivered,78
3820,13816,99,Delivered,56
3821,19562,252,Delivered,27
3822,14110,168,Delivered,18
3823,6494,1,Late,39
3824,9647,215,Late,37
3825,9953,49,Delivered,70
3826,8346,44,Delivered,86
3827,13839,269,Late,60
3828,12450,12,Delivered,40
3829,3753,284,Delivered,45
3830,9727,27,Late,19
3831,1213,249,Delivered,35
3832,13102,171,Delivered,18
3833,7956,86,Delivered,46
3834,11725,249,Delivered,50
3835,7030,135,Delivered,87
3836,8245,205,Late,40
3837,18418,31,Delivered,60
3838,14750,40,Late,66
3839,14807,48,Late,26
3840,15899,135,Delivered,46
3841,18283,247,Late,33
3842,2571,143,Delivered,54
3843,571,119,Delivered,19
3844,6406,55,Late,82
3845,8228,191,Delivered,22
3846,12451,129,Late,52
3847,2862,111,Delivered,54
3848,7700,192,Late,41
3849,5418,232,Delivered,81
3850,1796,281,Late,53
3851,5262,75,Delivered,73
3852,540,50,Late,16
3853,19783,186,Delivered,23
3854,4473,90,Late,71
3855,704,186,Late,24
3856,2355,39,Delivered,15
3857,9985,102,Late,70
3858,1591,190,Late,79
3859,12622,187,Delivered,22
3860,2500,260,Late,67
3861,2366,40,Late,43
3862,11511,133,Late,36
3863,13350,134,Delivered,54
3864,3955,70,Late,72
3865,17096,249,Late,43
3866,4246,265,Delivered,19
3867,11716,39,Late,68
3868,18454,282,Late,30
3869,5328,140,Delivered,55
3870,19106,273,Delivered,77
3871,6976,21,Late,38
3872,17843,44,Delivered,62
3873,12408,149,Delivered,73
3874,12392,148,Delivered,28
3875,337,231,Late,34
3876,15797,71,Delivered,49
3877,17734,183,Delivered,81
3878,9820,38,Delivered,46
3879,12259,5,Late,89
3880,891,15,Late,53
3881,6605,232,Delivered,47
3882,14448,290,Delivered,76
3883,4941,137,Late,31
3884,14912,41,Delivered,53
3885,1840,176,Late,39
3886,11597,13,Delivered,17
3887,12899,135,Late,37
3888,9891,294,Late,40
3889,6193,262,Delivered,46
3890,18807,52,Late,48
3891,5763,158,Delivered,63
3892,2410,223,Delivered,63
3893,17490,290,Late,37
3894,130,229,Late,43
3895,9536,80,Late,73
3896,8375,144,Delivered,49
3897,10258,208,Late,35
3898,6498,44,Late,31
3899,13090,38,Late,82
3900,2116,142,Delivered,89
3901,4245,72,Delivered,62
3902,7553,38,Late,33
3903,14454,199,Late,65
3904,15186,127,Late,70
3905,8360,85,Delivered,64
3906,15620,84,Late,31
3907,17529,65,Late,84
3908,1093,100,Delivered,23
3909,3882,104,Late,66
3910,12891,273,Delivered,19
3911,8936,276,Late,25
3912,49,188,Delivered,60
3913,2975,270,Late,47
3914,7124,120,Late,26
3915,15291,6,Late,18
3916,3973,184,Delivered,73
3917,11158,217,Delivered,57
3918,13455,300,Delivered,18
3919,4693,113,Delivered,38
3920,18531,221,Late,51
3921,9298,101,Late,27
3922,2057,139,Delivered,75
3923,19587,292,Late,38
3924,7346,146,Late,67
3925,3861,64,Delivered,49
3926,686,75,Late,58
3927,2827,161,Delivered,90
3928,5846,204,Late,85
3929,13067,285,Late,43
3930,132,71,Late,74
3931,18342,58,Late,23
3932,499,52,Delivered,65
3933,17737,218,Delivered,68
3934,9917,267,Delivered,48
3935,16434,66,Late,64
3936,19817,152,Delivered,29
3937,9931,11,Late,45
3938,11149,11,Delivered,24
3939,3589,231,Delivered,72
3940,10646,300,Late,52
3941,6280,55,Late,47
3942,2168,86,Late,48
3943,11947,271,Late,34
3944,5231,261,Late,70
3945,8070,263,Delivered,75
3946,8375,134,Late,90
3947,10122,55,Late,55
3948,9232,3,Late,31
3949,13814,233,Late,82
3950,8912,44,Delivered,85
3951,15481,204,Late,21
3952,16188,11,Delivered,71
3953,18825,11,Late,72
3954,12242,253,Late,20
3955,6971,4,Late,23
3956,2114,99,Delivered,25
3957,8298,60,Delivered,55
3958,15801,39,Delivered,22
3959,17302,76,Late,44
3960,19942,142,Delivered,76
3961,10030,107,Late,40
3962,4581,116,Delivered,72
3963,590,289,Delivered,62
3964,6155,5,Delivered,36
3965,8291,280,Late,49
3966,19914,144,Late,48
3967,19289,183,Delivered,52
3968,2097,143,Delivered,24
3969,9172,35,Late,37
3970,4107,256,Delivered,75
3971,2269,55,Delivered,30
3972,15564,268,Delivered,49
3973,16782,165,Late,68
3974,4728,246,Late,49
3975,12584,124,Delivered,87
3976,11749,190,Delivered,87
3977,10529,11,Late,36
3978,4440,66,Delivered,75
3979,1515,237,Late,79
3980,14273,227,Late,31
3981,15048,45,Late,55
3982,11786,68,Late,90
3983,19032,202,Late,26
3984,18078,125,Delivered,61
3985,18057,46,Delivered,23
3986,13926,218,Late,56
3987,8240,178,Delivered,19
3988,4419,70,Late,86
3989,17733,120,Delivered,31
3990,15476,102,Late,48
3991,14425,55,Delivered,47
3992,30,115,Late,47
3993,7709,109,Delivered,28
3994,11778,188,Late,66
3995,69,98,Delivered,27
3996,8228,265,Delivered,69
3997,4149,124,Late,28
3998,16783,42,Delivered,39
3999,1728,240,Delivered,83
4000,173,102,Late,86
4001,11864,242,Late,66
4002,11956,170,Delivered,24
4003,5043,18,Late,16
4004,6285,60,Late,57
4005,19365,130,Late,15
4006,4349,234,Late,48
4007,10721,99,Delivered,21
4008,11,87,Late,56
4009,3046,106,Late,45
4010,2530,267,Delivered,89
4011,294,105,Delivered,90
4012,17741,225,Delivered,44
4013,18321,274,Delivered,48
4014,1482,117,Late,18
4015,1960,54,Delivered,64
4016,9416,38,Late,54
4017,19534,210,Late,79
4018,14116,14,Delivered,72
4019,6280,300,Late,88
4020,4990,60,Late,48
4021,1051,130,Delivered,52
4022,15825,222,Delivered,90
4023,96,92,Late,26
4024,13424,289,Delivered,19
4025,9368,88,Late,31
4026,3237,192,Delivered,28
4027,4049,138,Late,58
4028,5282,250,Late,85
4029,14038,212,Late,15
4030,17397,112,Late,36
4031,941,9,Delivered,68
4032,5119,138,Delivered,90
4033,1929,188,Late,21
4034,5541,152,Delivered,86
4035,13702,24,Delivered,70
4036,14400,294,Late,88
4037,16924,75,Late,58
4038,14785,168,Delivered,33
4039,12052,273,Late,79
4040,3602,210,Delivered,61
4041,6872,279,Late,66
4042,8528,140,Late,15
4043,10971,282,Late,53
4044,10656,258,Late,40
4045,9040,183,Late,15
4046,14543,250,Delivered,34
4047,5347,59,Late,34
4048,11651,89,Delivered,17
4049,19352,154,Delivered,80
4050,16965,12,Late,38
4051,14367,29,Delivered,19
4052,5118,266,Delivered,19
4053,13672,224,Late,30
4054,10598,145,Late,42
4055,10406,21,Delivered,58
4056,4506,260,Late,20
4057,4460,140,Delivered,31
4058,394,60,Late,62
4059,7777,131,Delivered,34
4060,16246,95,Late,17
4061,17091,297,Delivered,82
4062,16496,219,Late,48
4063,565,276,Late,77
4064,5065,260,Delivered,79
4065,3855,161,Late,79
4066,11671,58,Delivered,34
4067,7781,277,Delivered,41
4068,169,251,Late,40
4069,19101,102,Delivered,82
4070,4750,190,Delivered,71
4071,14461,258,Late,67
4072,15283,82,Late,67
4073,18344,146,Delivered,71
4074,3908,15,Delivered,89
4075,11805,281,Delivered,80
4076,2612,45,Late,84
4077,19943,16,Delivered,56
4078,9197,142,Delivered,45
4079,10185,39,Late,17
4080,8056,265,Late,65
4081,945,287,Delivered,80
4082,12465,188,Late,23
4083,11318,112,Late,32
4084,5692,243,Delivered,30
4085,8341,97,Delivered,41
4086,6835,189,Delivered,60
4087,19357,19,Late,40
4088,2100,93,Late,37
4089,12898,122,Delivered,34
4090,14386,111,Delivered,34
4091,13441,13,Late,62
4092,6512,155,Late,77
4093,16085,192,Delivered,30
4094,8073,218,Late,81
4095,11768,20,Late,86
4096,13710,191,Late,57
4097,18211,145,Late,64
4098,3436,123,Late,76
4099,17675,197,Late,17
4100,7070,246,Delivered,82
4101,784,60,Delivered,88
4102,3547,199,Late,25
4103,11034,85,Delivered,50
4104,16835,55,Delivered,48
4105,6614,6,Delivered,78
4106,17286,218,Delivered,41
4107,2787,269,Late,47
4108,17396,198,Late,24
4109,7317,168,Late,65
4110,3066,217,Late,72
4111,4361,272,Late,66
4112,19624,143,Delivered,34
4113,4519,80,Delivered,67
4114,10337,277,Delivered,27
4115,1639,11,Late,46
4116,8570,11,Late,40
4117,19955,172,Delivered,23
4118,16522,212,Late,68
4119,14015,239,Late,81
4120,19561,178,Late,71
4121,10002,119,Delivered,51
4122,9238,46,Delivered,40
4123,11554,188,Late,18
4124,843,153,Delivered,35
4125,14876,36,Delivered,71
4126,442,218,Late,81
4127,10061,49,Delivered,35
4128,74,227,Delivered,71
4129,16700,212,Delivered,81
4130,15955,90,Late,75
4131,1546,51,Late,70
4132,1377,110,Delivered,70
4133,10216,149,Late,60
4134,9792,242,Late,36
4135,8423,266,Delivered,42
4136,12171,215,Late,22
4137,18517,275,Delivered,90
4138,9483,23,Late,35
4139,10759,181,Late,44
4140,1135,157,Delivered,29
4141,13522,218,Delivered,61
4142,7401,5,Late,83
4143,16837,259,Late,37
4144,7642,137,Delivered,78
4145,8790,278,Delivered,74
4146,9336,157,Late,15
4147,1301,163,Delivered,64
4148,18191,284,Delivered,66
4149,14,137,Delivered,85
4150,17362,267,Delivered,44
4151,13322,6,Late,48
4152,5261,190,Late,34
4153,11006,265,Delivered,90
4154,18967,275,Late,17
4155,18170,180,Delivered,71
4156,17708,253,Delivered,57
4157,136,116,Delivered,49
4158,5602,115,Late,19
4159,2502,298,Late,72
4160,11114,56,Late,90
4161,7532,113,Late,48
4162,2281,67,Late,58
4163,16669,119,Late,59
4164,6865,261,Delivered,73
4165,18659,11,Delivered,59
4166,8022,90,Delivered,49
4167,11836,134,Delivered,40
4168,12458,268,Delivered,50
4169,9765,55,Delivered,15
4170,17854,117,Delivered,26
4171,1596,250,Late,64
4172,3155,172,Delivered,64
4173,9424,255,Late,86
4174,10686,191,Late,38
4175,9538,124,Late,33
4176,7045,177,Delivered,33
4177,8890,214,Delivered,24
4178,12238,136,Late,76
4179,9737,300,Delivered,73
4180,5479,76,Late,20
4181,5730,27,Delivered,75
4182,8376,114,Late,61
4183,7388,106,Delivered,47
4184,7424,239,Delivered,55
4185,3180,89,Delivered,41
4186,9287,240,Late,25
4187,17692,45,Delivered,76
4188,13538,135,Delivered,16
4189,8604,251,Delivered,56
4190,6241,163,Late,53
4191,4982,196,Late,52
4192,19741,4,Delivered,74
4193,18212,73,Late,79
4194,18967,71,Delivered,86
4195,13114,153,Late,90
4196,14111,214,Late,37
4197,8223,143,Late,67
4198,15047,296,Late,22
4199,4291,142,Late,73
4200,11360,22,Delivered,46
4201,13830,26,Late,49
4202,9465,115,Delivered,72
4203,14530,224,Late,33
4204,12913,109,Delivered,53
4205,14135,244,Late,77
4206,3023,162,Late,53
4207,18222,131,Delivered,80
4208,18483,79,Late,22
4209,6611,167,Late,16
4210,5645,208,Delivered,33
4211,17795,96,Late,15
4212,6609,272,Delivered,20
4213,18338,43,Late,90
4214,7981,92,Late,88
4215,9164,156,Late,76
4216,7617,183,Delivered,18
4217,18314,278,Delivered,28
4218,3989,274,Late,73
4219,17173,22,Delivered,90
4220,14512,154,Delivered,17
4221,2746,81,Late,58
4222,9000,245,Delivered,74
4223,13585,226,Delivered,42
4224,15893,14,Delivered,74
4225,4964,161,Delivered,46
4226,19239,142,Delivered,39
4227,8021,281,Late,63
4228,10372,183,Late,65
4229,7017,24,Delivered,48
4230,5956,30,Late,79
4231,2041,133,Late,27
4232,18795,124,Delivered,47
4233,12202,188,Delivered,61
4234,16689,124,Late,69
4235,8868,110,Late,90
4236,4820,14,Delivered,69
4237,12908,173,Late,64
4238,14632,279,Delivered,84
4239,9604,106,Late,65
4240,7266,242,Late,47
4241,16357,91,Late,43
4242,16671,214,Late,82
4243,12780,265,Late,58
4244,12793,52,Late,73
4245,6139,40,Late,17
4246,19386,228,Delivered,74
4247,15916,36,Delivered,77
4248,13924,20,Delivered,37
4249,6634,253,Delivered,52
4250,14118,99,Late,21
4251,13048,202,Late,58
4252,13523,22,Late,38
4253,9013,272,Late,28
4254,18692,144,Delivered,15
4255,9598,102,Late,19
4256,7167,7,Late,22
4257,10140,36,Late,28
4258,19079,187,Delivered,57
4259,17230,5,Delivered,70
4260,6947,182,Late,38
4261,10836,241,Delivered,71
4262,2805,42,Delivered,24
4263,4861,154,Delivered,46
4264,19009,231,Delivered,43
4265,11518,69,Late,47
4266,8301,169,Delivered,57
4267,4432,159,Late,61
4268,10407,71,Delivered,33
4269,14433,55,Delivered,37
4270,17692,183,Late,63
4271,12728,213,Delivered,82
4272,17628,279,Late,41
4273,3893,266,Late,71
4274,13655,37,Late,51
4275,6459,134,Late,69
4276,1891,50,Delivered,57
4277,16197,287,Delivered,27
4278,15570,20,Delivered,48
4279,759,8,Late,23
4280,8418,286,Delivered,65
4281,18837,120,Late,83
4282,11748,154,Delivered,39
4283,5841,174,Late,29
4284,14019,217,Delivered,79
4285,11054,22,Delivered,24
4286,6168,88,Delivered,79
4287,18861,187,Delivered,16
4288,16708,279,Delivered,74
4289,13547,199,Late,45
4290,11709,191,Delivered,69
4291,1221,195,Late,18
4292,12985,88,Delivered,39
4293,9556,82,Late,47
4294,5325,210,Delivered,55
4295,604,241,Delivered,81
4296,12058,214,Late,50
4297,13002,225,Delivered,21
4298,16626,298,Delivered,35
4299,15073,192,Late,18
4300,3399,188,Late,70
4301,5838,178,Late,16
4302,16988,105,Late,80
4303,1681,40,Delivered,88
4304,9841,262,Late,51
4305,19826,280,Late,32
4306,1638,136,Delivered,18
4307,8751,216,Late,21
4308,3747,192,Delivered,27
4309,19241,92,Delivered,83
4310,570,197,Late,41
4311,17992,206,Delivered,66
4312,19541,37,Late,87
4313,19216,109,Late,30
4314,5614,140,Delivered,45
4315,14821,279,Delivered,64
4316,17481,75,Late,80
4317,16608,244,Delivered,82
4318,12928,114,Late,47
4319,13923,259,Delivered,72
4320,12763,107,Delivered,89
4321,17834,204,Delivered,25
4322,14417,184,Late,22
4323,14777,258,Delivered,20
4324,4952,25,Late,22
4325,16905,228,Delivered,64
4326,9141,201,Delivered,76
4327,4503,8,Late,27
4328,18640,77,Late,50
4329,13352,69,Late,39
4330,6404,197,Late,68
4331,3565,22,Late,18
4332,11538,249,Delivered,79
4333,4366,4,Delivered,76
4334,19616,62,Late,76
4335,16112,261,Delivered,20
4336,15992,253,Delivered,27
4337,8575,107,Late,16
4338,16191,39,Late,57
4339,7417,65,Late,67
4340,2991,46,Delivered,90
4341,14629,268,Late,43
4342,1063,219,Late,65
4343,19803,12,Delivered,35
4344,9220,208,Late,30
4345,19677,285,Delivered,27
4346,6220,289,Delivered,84
4347,2434,264,Late,23
4348,3159,238,Delivered,33
4349,12151,71,Late,19
4350,8365,23,Delivered,53
4351,18883,190,Delivered,25
4352,9048,17,Delivered,42
4353,1335,120,Late,87
4354,19926,36,Delivered,48
4355,14188,100,Late,17
4356,8675,100,Delivered,35
4357,6548,226,Delivered,18
4358,6903,127,Late,37
4359,16390,79,Late,16
4360,17762,95,Late,36
4361,7827,60,Delivered,76
4362,9092,274,Delivered,65
4363,3374,247,Delivered,81
4364,3005,72,Late,36
4365,11645,81,Late,66
4366,8147,229,Late,80
4367,167,291,Delivered,73
4368,907,274,Late,17
4369,3776,87,Delivered,26
4370,13191,273,Delivered,71
4371,4439,119,Late,23
4372,3458,212,Delivered,41
4373,9452,138,Delivered,88
4374,4887,274,Delivered,90
4375,26,163,Delivered,74
4376,13020,88,Late,38
4377,15940,181,Late,84
4378,8645,263,Delivered,22
4379,16603,256,Late,52
4380,2980,63,Late,55
4381,15606,105,Delivered,31
4382,11380,159,Late,41
4383,882,141,Late,53
4384,17970,147,Late,77
4385,12597,220,Late,19
4386,7161,264,Late,46
4387,8324,56,Delivered,85
4388,3220,38,Delivered,41
4389,12486,178,Late,89
4390,671,121,Delivered,59
4391,9714,5,Late,55
4392,6616,234,Delivered,72
4393,19100,151,Delivered,45
4394,15596,266,Late,17
4395,7742,103,Delivered,18
4396,5864,102,Late,34
4397,18392,111,Delivered,47
4398,8803,218,Delivered,37
4399,12428,286,Delivered,24
4400,11596,34,Late,50
4401,15344,31,Late,31
4402,7242,232,Delivered,85
4403,9626,197,Delivered,74
4404,5003,264,Late,17
4405,19624,208,Late,43
4406,18905,142,Delivered,75
4407,18030,18,Delivered,28
4408,3369,73,Delivered,80
4409,3067,29,Delivered,88
4410,8196,221,Late,35
4411,5561,287,Late,59
4412,9914,290,Late,67
4413,14041,245,Late,82
4414,14491,124,Delivered,36
4415,13228,216,Delivered,49
4416,9774,7,Delivered,22
4417,7064,105,Late,40
4418,15543,104,Late,27
4419,7683,178,Late,38
4420,18224,126,Late,55
4421,11023,192,Late,57
4422,4073,219,Delivered,86
4423,16943,191,Late,65
4424,8035,95,Delivered,29
4425,7233,44,Late,16
4426,2552,184,Late,52
4427,7302,112,Late,33
4428,15025,81,Delivered,90
4429,5570,255,Late,27
4430,9711,225,Delivered,18
4431,16210,81,Late,26
4432,17819,297,Late,36
4433,6797,252,Late,87
4434,15389,300,Delivered,28
4435,7906,226,Delivered,48
4436,4103,102,Delivered,54
4437,7545,101,Delivered,24
4438,5526,277,Delivered,74
4439,19060,253,Delivered,26
4440,19305,27,Delivered,38
4441,3434,249,Delivered,48
4442,6811,285,Late,67
4443,9477,53,Delivered,75
4444,11680,147,Delivered,77
4445,14690,185,Late,68
4446,4512,145,Late,19
4447,19701,209,Late,74
4448,5812,134,Late,71
4449,4401,40,Delivered,26
4450,11039,139,Late,58
4451,8677,79,Late,85
4452,6193,172,Delivered,63
4453,9352,214,Late,77
4454,17191,195,Delivered,54
4455,2116,110,Late,16
4456,487,240,Delivered,46
4457,17328,18,Late,77
4458,3432,161,Late,35
4459,11174,168,Late,54
4460,737,208,Delivered,52
4461,8771,69,Delivered,35
4462,1694,23,Late,86
4463,4360,256,Delivered,32
4464,3328,198,Late,41
4465,3101,202,Delivered,62
4466,7526,232,Delivered,90
4467,8059,237,Delivered,64
4468,9082,284,Late,40
4469,14007,300,Delivered,15
4470,6007,166,Late,45
4471,11930,163,Late,26
4472,13695,56,Late,41
4473,18482,139,Delivered,76
4474,18926,86,Late,20
4475,8936,4,Delivered,40
4476,12909,267,Delivered,18
4477,8989,80,Delivered,82
4478,7291,91,Late,27
4479,9746,219,Late,17
4480,6629,258,Late,16
4481,3182,131,Delivered,43
4482,15354,232,Late,34
4483,9407,239,Late,87
4484,1210,170,Delivered,47
4485,6599,129,Late,45
4486,8983,179,Delivered,80
4487,11009,30,Late,48
4488,14997,52,Delivered,35
4489,1308,15,Delivered,62
4490,17821,174,Delivered,18
4491,11691,217,Late,68
4492,9983,177,Delivered,24
4493,1947,240,Late,34
4494,15497,106,Delivered,26
4495,10699,21,Late,23
4496,9090,224,Late,22
4497,10970,106,Delivered,59
4498,8888,227,Late,83
4499,17386,85,Late,19
4500,8260,297,Delivered,83
4501,5073,262,Delivered,38
4502,1174,107,Delivered,52
4503,14961,38,Delivered,32
4504,212,141,Delivered,50
4505,7132,46,Delivered,43
4506,16851,161,Late,83
4507,7842,156,Late,40
4508,19390,221,Late,25
4509,5719,272,Late,43
4510,13785,87,Delivered,54
4511,5688,221,Late,66
4512,15647,49,Delivered,77
4513,17113,91,Delivered,70
4514,439,72,Late,40
4515,16469,169,Late,20
4516,11868,103,Late,16
4517,4861,126,Late,47
4518,6469,246,Late,19
4519,19177,299,Late,67
4520,19182,235,Late,42
4521,3031,202,Delivered,50
4522,14103,72,Delivered,75
4523,6926,278,Delivered,22
4524,7290,66,Late,17
4525,19080,160,Late,71
4526,14512,92,Delivered,89
4527,2945,194,Delivered,43
4528,4109,153,Delivered,80
4529,6825,84,Late,59
4530,3099,146,Delivered,40
4531,17836,254,Delivered,77
4532,9149,131,Late,44
4533,8862,193,Delivered,61
4534,13619,298,Delivered,71
4535,19274,213,Late,73
4536,19141,14,Delivered,90
4537,1910,107,Delivered,78
4538,14317,118,Delivered,68
4539,7499,206,Late,89
4540,526,274,Delivered,75
4541,10508,224,Delivered,88
4542,9205,33,Delivered,81
4543,3235,108,Delivered,67
