customer_id,customer_name,city,age
907,Customer_907,Pune,52
908,Customer_908,Mumbai,28
909,Customer_909,Jaipur,40
910,Customer_910,Delhi,45
911,Customer_911,Lucknow,57
912,Customer_912,Mumbai,24
913,Customer_913,Jaipur,36
914,Customer_914,Mumbai,18
915,Customer_915,Mumbai,35
916,Customer_916,Delhi,32
917,Customer_917,Mumbai,48
918,Customer_918,Lucknow,49
919,Customer_919,Jaipur,19
920,Customer_920,Delhi,37
921,Customer_921,Jaipur,51
922,Customer_922,Lucknow,59
923,Customer_923,Lucknow,31
924,Customer_924,Jaipur,24
925,Customer_925,Jaipur,47
926,Customer_926,Lucknow,60
927,Customer_927,Mumbai,53
928,Customer_928,Mumbai,37
929,Customer_929,Lucknow,27
930,Customer_930,Lucknow,25
931,Customer_931,Lucknow,29
932,Customer_932,Delhi,39
933,Customer_933,Delhi,57
934,Customer_934,Lucknow,35
935,Customer_935,Jaipur,38
936,Customer_936,Lucknow,56
937,Customer_937,Lucknow,58
938,Customer_938,Mumbai,22
939,Customer_939,Lucknow,33
940,Customer_940,Mumbai,55
941,Customer_941,Pune,38
942,Customer_942,Delhi,31
943,Customer_943,Lucknow,21
944,Customer_944,Mumbai,41
945,Customer_945,Delhi,18
946,Customer_946,Jaipur,43
947,Customer_947,Lucknow,27
948,Customer_948,Delhi,56
949,Customer_949,Jaipur,22
950,Customer_950,Pune,28
951,Customer_951,Lucknow,51
952,Customer_952,Mumbai,24
953,Customer_953,Pune,34
954,Customer_954,Pune,49
955,Customer_955,Pune,47
956,Customer_956,Mumbai,39
957,Customer_957,Lucknow,18
958,Customer_958,Lucknow,18
959,Customer_959,Lucknow,55
960,Customer_960,Delhi,44
961,Customer_961,Jaipur,44
962,Customer_962,Lucknow,47
963,Customer_963,Lucknow,35
964,Customer_964,Jaipur,18
965,Customer_965,Pune,19
966,Customer_966,Delhi,28
967,Customer_967,Lucknow,59
968,Customer_968,Pune,31
969,Customer_969,Mumbai,23
970,Customer_970,Lucknow,40
971,Customer_971,Pune,39
972,Customer_972,Delhi,25
973,Customer_973,Pune,37
974,Customer_974,Mumbai,60
975,Customer_975,Mumbai,34
976,Customer_976,Pune,49
977,Customer_977,Lucknow,53
978,Customer_978,Lucknow,34
979,Customer_979,Pune,54
980,Customer_980,Pune,51
981,Customer_981,Lucknow,53
982,Customer_982,Jaipur,45
983,Customer_983,Jaipur,23
984,Customer_984,Jaipur,23
985,Customer_985,Lucknow,27
986,Customer_986,Delhi,38
987,Customer_987,Jaipur,48
988,Customer_988,Lucknow,23
989,Customer_989,Jaipur,43
990,Customer_990,Jaipur,57
991,Customer_991,Pune,48
992,Customer_992,Delhi,53
993,Customer_993,Jaipur,52
994,Customer_994,Pune,58
995,Customer_995,Jaipur,30
996,Customer_996,Lucknow,23
997,Customer_997,Delhi,29
998,Customer_998,Pune,19
999,Customer_999,Pune,20
1000,Customer_1000,Jaipur,37
